,XGBoost
33,0.0009079354
34,0.030143455
35,0.06391865
36,0.0575631
37,0.03577265
38,0.015071727
39,0.03904122
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00036317416
45,0.00036317416
46,0.0
47,0.0
48,0.0
49,0.03032504
50,0.009442528
51,0.0
52,0.03540948
53,0.0034501543
54,0.004721264
55,0.0
56,0.0
57,0.0016342837
58,0.0009079354
59,0.011621573
60,0.0043580895
,XGBoost
0,0.039409753
1,0.020694619
2,0.021774339
3,0.023034012
4,0.023213964
5,0.033831205
6,0.0017995321
7,0.0037790174
8,0.0149361165
9,0.005398596
10,0.018175274
11,0.021234479
12,0.016555695
13,0.03815008
14,0.0
15,0.03131186
16,0.028252654
17,0.045528162
18,0.022314198
19,0.021234479
20,0.028972467
21,0.016915603
22,0.025013497
23,0.019254994
24,0.028252654
25,0.027352888
26,0.007917942
27,0.007378082
28,0.014396257
29,0.0102573335
30,0.0032391578
31,0.019974807
32,0.009357567
33,0.0014396257
34,0.030771999
35,0.06658269
36,0.057585027
37,0.035990644
38,0.012956631
39,0.03976966
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00035990644
45,0.0
46,0.00017995322
47,0.0
48,0.0
49,0.027712794
50,0.018355228
51,0.00017995322
52,0.037790176
53,0.002699298
54,0.005758503
55,0.0
56,0.0
57,0.0019794854
58,0.00035990644
59,0.0062983623
60,0.004318877
,XGBoost
0,0.03954602
1,0.022521723
2,0.024117751
3,0.018620323
4,0.02269906
5,0.036708638
6,0.002660046
7,0.0049654194
8,0.0120588755
9,0.003901401
10,0.021812377
11,0.023585742
12,0.014896258
13,0.057102323
14,0.0003546728
15,0.025536442
16,0.029260507
17,0.040255364
18,0.020039015
19,0.023408405
20,0.028905835
21,0.021989714
22,0.018797658
23,0.020039015
24,0.018797658
25,0.02819649
26,0.009044156
27,0.0058521014
28,0.01134953
29,0.006206774
30,0.005142756
31,0.028019153
32,0.008334811
33,0.0014186912
34,0.02908317
35,0.06987055
36,0.058698352
37,0.043624755
38,0.0136549035
39,0.036885973
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.029792516
50,0.017201632
51,0.0001773364
52,0.028551161
53,0.0007093456
54,0.0030147189
55,0.0
56,0.0
57,0.0030147189
58,0.001773364
59,0.004788083
60,0.0030147189
,XGBoost
0,0.031626236
1,0.02389937
2,0.02264151
3,0.024618149
4,0.021383647
5,0.038993713
6,0.0012578616
7,0.0030548067
8,0.011859838
9,0.004851752
10,0.019227313
11,0.019766398
12,0.011320755
13,0.053009883
14,0.00017969451
15,0.028391734
16,0.03216532
17,0.037196767
18,0.024977539
19,0.023719676
20,0.024977539
21,0.017610064
22,0.022821205
23,0.023180593
24,0.020125786
25,0.0262354
26,0.0070080864
27,0.005211141
28,0.014375562
29,0.007187781
30,0.0046720575
31,0.025876012
32,0.007906559
33,0.00053908356
34,0.030368375
35,0.070440255
36,0.05534591
37,0.038274933
38,0.017610064
39,0.030727763
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00017969451
45,0.0
46,0.0
47,0.0
48,0.0
49,0.029110512
50,0.015813118
51,0.0
52,0.036118597
53,0.0016172507
54,0.008625337
55,0.0
56,0.0
57,0.0017969452
58,0.0026954177
59,0.008984726
60,0.010422282
,XGBoost
0,0.042516682
1,0.018493803
2,0.022497617
3,0.025548141
4,0.028408008
5,0.029361296
6,0.00019065777
7,0.006482364
8,0.015824595
9,0.0028598665
10,0.03355577
11,0.012774071
12,0.014299333
13,0.024976168
14,0.0020972355
15,0.032983795
16,0.017349858
17,0.036987606
18,0.03584366
19,0.029361296
20,0.030123927
21,0.028789323
22,0.026120115
23,0.019065777
24,0.01963775
25,0.024976168
26,0.01639657
27,0.004766444
28,0.028598666
29,0.008007626
30,0.004194471
31,0.006482364
32,0.0072449953
33,0.00057197333
34,0.025548141
35,0.057006672
36,0.061201144
37,0.033746425
38,0.011439466
39,0.05738799
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.00019065777
48,0.0
49,0.0343184
50,0.01029552
51,0.0
52,0.035653003
53,0.0
54,0.0
55,0.0
56,0.0
57,0.00057197333
58,0.00057197333
59,0.0068636797
60,0.0078169685
,XGBoost
0,0.029769244
1,0.024308614
2,0.025893958
3,0.024132464
4,0.02254712
5,0.037343666
6,0.0035229875
7,0.004227585
8,0.012682755
9,0.003699137
10,0.017967235
11,0.020257179
12,0.017438788
13,0.046679582
14,0.00017614938
15,0.024132464
16,0.026246257
17,0.03646292
18,0.026774704
19,0.020785626
20,0.040162057
21,0.01937643
22,0.021314075
23,0.022194821
24,0.022723269
25,0.028007751
26,0.007574423
27,0.00563678
28,0.014796548
29,0.007574423
30,0.0049321824
31,0.027655452
32,0.007926722
33,0.00052844814
34,0.027831601
35,0.0702836
36,0.057600845
37,0.041042805
38,0.020433327
39,0.03716752
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00052844814
45,0.0
46,0.00017614938
47,0.0
48,0.0
49,0.02836005
50,0.011625859
51,0.0
52,0.03364453
53,0.0024660912
54,0.0019376432
55,0.0
56,0.0
57,0.00052844814
58,0.00035229875
59,0.007398274
60,0.0031706886
,XGBoost
0,0.037335835
1,0.01913696
2,0.027954971
3,0.02739212
4,0.023827393
5,0.036022514
6,0.00018761726
7,0.006566604
8,0.016135084
9,0.0075046904
10,0.03283302
11,0.021763602
12,0.014634146
13,0.0260788
14,0.0018761726
15,0.033958726
16,0.01838649
17,0.03076923
18,0.029268293
19,0.028517824
20,0.030206379
21,0.02739212
22,0.024390243
23,0.019324578
24,0.018198874
25,0.030393995
26,0.01369606
27,0.0033771107
28,0.01838649
29,0.007129456
30,0.0018761726
31,0.01163227
32,0.012382739
33,0.0005628518
34,0.028142588
35,0.051969983
36,0.059474673
37,0.03564728
38,0.011444652
39,0.0532833
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0009380863
45,0.00018761726
46,0.00018761726
47,0.0
48,0.0
49,0.031894933
50,0.016885553
51,0.00037523452
52,0.032457788
53,0.0005628518
54,0.0005628518
55,0.0
56,0.0
57,0.0005628518
58,0.0018761726
59,0.007879925
60,0.006566604
,XGBoost
0,0.038742278
1,0.027886955
2,0.026202507
3,0.022833614
4,0.020962005
5,0.030507205
6,0.00056148233
7,0.0086093955
8,0.011603968
9,0.0020587684
10,0.028074116
11,0.021523489
12,0.020587685
13,0.028635599
14,0.0039303764
15,0.034999065
16,0.020026203
17,0.032940295
18,0.026951151
19,0.024705222
20,0.032753136
21,0.032565974
22,0.033501778
23,0.017405951
24,0.015347184
25,0.02938424
26,0.016470147
27,0.0020587684
28,0.023395097
29,0.0067377877
30,0.0031817332
31,0.010293842
32,0.013101254
33,0.0
34,0.02676399
35,0.051656373
36,0.056522552
37,0.034624744
38,0.010855325
39,0.05277934
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.00037432153
47,0.0
48,0.0
49,0.032753136
50,0.015721506
51,0.00018716077
52,0.032191653
53,0.0
54,0.00037432153
55,0.0
56,0.0
57,0.00093580387
58,0.00074864307
59,0.007673592
60,0.00729927
,XGBoost
0,0.04544601
1,0.015023475
2,0.023661971
3,0.021220658
4,0.027793428
5,0.028920189
6,0.0005633803
7,0.0093896715
8,0.008826291
9,0.003943662
10,0.029671362
11,0.01802817
12,0.018215962
13,0.017464789
14,0.0024413145
15,0.032676056
16,0.024225352
17,0.04544601
18,0.030610329
19,0.023661971
20,0.03661972
21,0.03962441
22,0.022910798
23,0.02084507
24,0.018967137
25,0.025352113
26,0.021784037
27,0.0031924883
28,0.020469483
29,0.0076995306
30,0.0033802816
31,0.008075117
32,0.011643193
33,0.00037558685
34,0.028732395
35,0.051830985
36,0.057840377
37,0.03830986
38,0.012394366
39,0.042441316
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.033051644
50,0.016713616
51,0.00037558685
52,0.032112677
53,0.00037558685
54,0.00037558685
55,0.0
56,0.0
57,0.00037558685
58,0.0011267606
59,0.0075117373
60,0.008262911
,XGBoost
0,0.046070963
1,0.025078952
2,0.021920862
3,0.026379343
4,0.023035482
5,0.031209363
6,0.0029723202
7,0.008545421
8,0.0044584805
9,0.0027865502
10,0.021920862
11,0.019320082
12,0.018762771
13,0.040312093
14,0.0044584805
15,0.02024893
16,0.018205462
17,0.028237043
18,0.016347762
19,0.023035482
20,0.027865503
21,0.026379343
22,0.019320082
23,0.019505851
24,0.021735093
25,0.016905071
26,0.011889281
27,0.0044584805
28,0.015047371
29,0.008731191
30,0.014675831
31,0.010588891
32,0.031395134
33,0.00055731006
34,0.026007803
35,0.053873304
36,0.052387144
37,0.058146015
38,0.017462382
39,0.054244846
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0013003901
45,0.00037154002
46,0.00037154002
47,0.00018577001
48,0.0
49,0.029351663
50,0.024521641
51,0.00074308005
52,0.028794352
53,0.0020434703
54,0.0013003901
55,0.0
56,0.0
57,0.00074308005
58,0.0
59,0.0044584805
60,0.011331971
,XGBoost
0,0.04331729
1,0.019252129
2,0.02739726
3,0.028322844
4,0.019622361
5,0.032025177
6,0.0
7,0.008885598
8,0.015179563
9,0.005553499
10,0.031099593
11,0.018326545
12,0.013883747
13,0.025546094
14,0.0016660496
15,0.03998519
16,0.021288412
17,0.034061458
18,0.027767494
19,0.028693076
20,0.034801926
21,0.02239911
22,0.028693076
23,0.015734913
24,0.01814143
25,0.034246575
26,0.01258793
27,0.0022213995
28,0.019622361
29,0.008330248
30,0.0051832655
31,0.010551647
32,0.012217697
33,0.00018511663
34,0.02795261
35,0.054424286
36,0.055720102
37,0.03665309
38,0.016105147
39,0.047019623
40,0.00018511663
41,0.0
42,0.0
43,0.0
44,0.00018511663
45,0.0
46,0.00037023326
47,0.0
48,0.0
49,0.031469826
50,0.011662347
51,0.00037023326
52,0.03387634
53,0.00018511663
54,0.00018511663
55,0.00018511663
56,0.0
57,0.0011106997
58,0.0012958164
59,0.008330248
60,0.005923732
,XGBoost
0,0.039171796
1,0.024249207
2,0.028725984
3,0.02219735
4,0.020145494
5,0.03879873
6,0.0005595971
7,0.0063421004
8,0.0138033945
9,0.0065286327
10,0.031897034
11,0.016414847
12,0.015295654
13,0.022756949
14,0.0009326618
15,0.037493005
16,0.019026302
17,0.032643165
18,0.03003171
19,0.024249207
20,0.03152397
21,0.02835292
22,0.030218244
23,0.016974445
24,0.022756949
25,0.027979854
26,0.012684201
27,0.004663309
28,0.016787913
29,0.0063421004
30,0.0031710502
31,0.009140085
32,0.009140085
33,0.0005595971
34,0.03077784
35,0.053534787
36,0.06267487
37,0.039171796
38,0.01025928
39,0.0576385
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.00037306471
47,0.00018653236
48,0.0
49,0.03003171
50,0.014922589
51,0.0
52,0.034135424
53,0.00037306471
54,0.0005595971
55,0.0
56,0.0
57,0.0
58,0.0005595971
59,0.0054094386
60,0.007834359
,XGBoost
0,0.036996536
1,0.025514854
2,0.025150355
3,0.026426097
4,0.022781119
5,0.03316931
6,0.0063787135
7,0.007472207
8,0.003644979
9,0.004191726
10,0.025514854
11,0.030253327
12,0.025879351
13,0.03827228
14,0.0027337342
15,0.031711318
16,0.019318389
17,0.036085293
18,0.021869874
19,0.023510115
20,0.029342081
21,0.019682886
22,0.02770184
23,0.018224895
24,0.027519591
25,0.02442136
26,0.014944414
27,0.0091124475
28,0.02423911
29,0.0058319666
30,0.008747949
31,0.007654456
32,0.01221068
33,0.00018224896
34,0.025879351
35,0.061235648
36,0.047931474
37,0.03480955
38,0.009841443
39,0.047749225
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.035356298
50,0.012028431
51,0.00018224896
52,0.02952433
53,0.00072899583
54,0.00018224896
55,0.0
56,0.0
57,0.00072899583
58,0.0012757427
59,0.0052852198
60,0.0105704395
,XGBoost
0,0.035114214
1,0.035491787
2,0.020577686
3,0.02416462
4,0.021899188
5,0.033603925
6,0.0011327167
7,0.007362658
8,0.008495375
9,0.001699075
10,0.022843119
11,0.022654332
12,0.019067397
13,0.043987162
14,0.00339815
15,0.021144044
16,0.017368322
17,0.029450633
18,0.022843119
19,0.023598263
20,0.02416462
21,0.026996413
22,0.019633755
23,0.01453653
24,0.018501038
25,0.020011326
26,0.008495375
27,0.003775722
28,0.01699075
29,0.008872947
30,0.014725316
31,0.01019445
32,0.02907306
33,0.0003775722
34,0.027373984
35,0.048518028
36,0.05323768
37,0.05663583
38,0.020766472
39,0.052482538
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00339815
45,0.0005663583
46,0.001887861
47,0.0
48,0.0
49,0.026996413
50,0.019444969
51,0.0003775722
52,0.0339815
53,0.003775722
54,0.0022654333
55,0.0
56,0.0
57,0.0009439305
58,0.0001887861
59,0.0041532945
60,0.010760808
,XGBoost
0,0.04307576
1,0.029661817
2,0.023616096
3,0.018137163
4,0.02456074
5,0.03419611
6,0.0039675045
7,0.011146798
8,0.008690723
9,0.0028339317
10,0.026638957
11,0.02002645
12,0.022104666
13,0.03835254
14,0.0039675045
15,0.01549216
16,0.018892877
17,0.034762893
18,0.019837521
19,0.019081807
20,0.025694313
21,0.020593237
22,0.02021538
23,0.01700359
24,0.025883242
25,0.021348951
26,0.008690723
27,0.004723219
28,0.02002645
29,0.012658228
30,0.014169658
31,0.010391083
32,0.02456074
33,0.00037785753
34,0.028717173
35,0.05970149
36,0.051577557
37,0.05856792
38,0.00925751
39,0.048743624
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0018892877
45,0.00037785753
46,0.00056678633
47,0.0
48,0.0
49,0.03419611
50,0.017570376
51,0.00037785753
52,0.028906103
53,0.0022671453
54,0.00094464386
55,0.0
56,0.0
57,0.0
58,0.00037785753
59,0.0039675045
60,0.006612507
,XGBoost
0,0.041248605
1,0.025083613
2,0.022482349
3,0.024154589
4,0.022296544
5,0.029542921
6,0.0
7,0.007617986
8,0.017094018
9,0.0035302863
10,0.035860274
11,0.020252693
12,0.017279822
13,0.02619844
14,0.0022296545
15,0.037904125
16,0.018580453
17,0.040691193
18,0.026570048
19,0.026384244
20,0.032144185
21,0.02749907
22,0.036789298
23,0.0122631
24,0.019137867
25,0.025455222
26,0.019881085
27,0.002415459
28,0.023968784
29,0.005574136
30,0.0046451134
31,0.009104422
32,0.0074321814
33,0.0005574136
34,0.025269417
35,0.05369751
36,0.052211072
37,0.035488665
38,0.010405054
39,0.052768487
40,0.00018580453
41,0.0
42,0.0
43,0.0
44,0.00018580453
45,0.0
46,0.0005574136
47,0.0
48,0.0
49,0.03363062
50,0.013749535
51,0.00037160906
52,0.030286139
53,0.00037160906
54,0.0005574136
55,0.0
56,0.0
57,0.0018580453
58,0.0018580453
59,0.0046451134
60,0.0100334445
,XGBoost
0,0.037556905
1,0.019537177
2,0.032245826
3,0.01991654
4,0.02295144
5,0.029400608
6,0.00037936267
7,0.010242792
8,0.007207891
9,0.0045523522
10,0.038694993
11,0.013846737
12,0.016502276
13,0.02408953
14,0.003414264
15,0.032056145
16,0.02010622
17,0.044195753
18,0.028072838
19,0.02408953
20,0.028831564
21,0.030538695
22,0.029969651
23,0.017640363
24,0.014984826
25,0.031107739
26,0.010432473
27,0.001707132
28,0.021054627
29,0.009484067
30,0.0030349013
31,0.0077769347
32,0.013657056
33,0.00037936267
34,0.029021244
35,0.049127467
36,0.06866464
37,0.043626707
38,0.008915023
39,0.048937786
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00037936267
45,0.00037936267
46,0.00018968133
47,0.0
48,0.0
49,0.03281487
50,0.016691957
51,0.00056904403
52,0.03281487
53,0.00037936267
54,0.00056904403
55,0.0
56,0.0
57,0.001707132
58,0.0009484067
59,0.0058801216
60,0.008725341
,XGBoost
0,0.035283364
1,0.025228519
2,0.025411334
3,0.021572212
4,0.023034735
5,0.03345521
6,0.0018281536
7,0.010420475
8,0.008043876
9,0.002559415
10,0.019012798
11,0.026873857
12,0.019561242
13,0.037477147
14,0.0067641684
15,0.024680072
16,0.01572212
17,0.031261425
18,0.023583181
19,0.019012798
20,0.03034735
21,0.026691042
22,0.02285192
23,0.017550275
24,0.025411334
25,0.022486288
26,0.0138939675
27,0.004021938
28,0.016636197
29,0.014625229
30,0.013528337
31,0.007129799
32,0.029616088
33,0.00018281536
34,0.027422303
35,0.046983548
36,0.051005483
37,0.05283364
38,0.011882998
39,0.046617918
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0034734919
45,0.00018281536
46,0.0012797075
47,0.00018281536
48,0.0
49,0.028153565
50,0.02084095
51,0.0009140768
52,0.028702011
53,0.0010968922
54,0.0014625229
55,0.0
56,0.0
57,0.0010968922
58,0.0
59,0.004936015
60,0.015173675
,XGBoost
0,0.045804393
1,0.02064952
2,0.025530318
3,0.020837244
4,0.020461798
5,0.03285151
6,0.0016895063
7,0.009573869
8,0.012765159
9,0.0054439646
10,0.027782992
11,0.022714473
12,0.013516051
13,0.024216257
14,0.0016895063
15,0.041486766
16,0.02252675
17,0.041862212
18,0.029660221
19,0.029847944
20,0.03285151
21,0.027219823
22,0.026093487
23,0.016519617
24,0.014642388
25,0.020837244
26,0.01670734
27,0.0022526751
28,0.025530318
29,0.008822978
30,0.0041299043
31,0.010512483
32,0.01032476
33,0.00018772292
34,0.025530318
35,0.04899568
36,0.06382579
37,0.04298855
38,0.011638821
39,0.046555284
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00037544584
45,0.00018772292
46,0.0005631688
47,0.0
48,0.0
49,0.032476064
50,0.013891496
51,0.00037544584
52,0.027782992
53,0.0
54,0.00018772292
55,0.0
56,0.0
57,0.0007508917
58,0.0005631688
59,0.007508917
60,0.008259809
,XGBoost
0,0.03193874
1,0.025028016
2,0.019237952
3,0.029137094
4,0.016809862
5,0.038475905
6,0.00298842
7,0.011206575
8,0.0056032874
9,0.0022413149
10,0.021105716
11,0.023160255
12,0.016623085
13,0.042958535
14,0.0057900636
15,0.025961898
16,0.02129249
17,0.033432946
18,0.025775122
19,0.023160255
20,0.027456108
21,0.026148673
22,0.022786701
23,0.016996639
24,0.022599926
25,0.017743742
26,0.011766903
27,0.0042958534
28,0.01587598
29,0.011019798
30,0.012700784
31,0.011393351
32,0.02129249
33,0.0003735525
34,0.027269332
35,0.048001494
36,0.055285767
37,0.062383264
38,0.014194994
39,0.049495704
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0028016437
45,0.00018677625
46,0.0016809861
47,0.0
48,0.0
49,0.029137094
50,0.017743742
51,0.0003735525
52,0.03175196
53,0.0003735525
54,0.0003735525
55,0.0
56,0.0
57,0.0009338812
58,0.0
59,0.0056032874
60,0.0080313785
,XGBoost
0,0.03809003
1,0.028795334
2,0.029159833
3,0.022963367
4,0.016766904
5,0.028066339
6,0.004009477
7,0.007107709
8,0.008930199
9,0.0023692364
10,0.01913614
11,0.027519591
12,0.018589392
13,0.036814287
14,0.0049207215
15,0.022963367
16,0.019500637
17,0.03644979
18,0.02077638
19,0.020411883
20,0.0260616
21,0.02423911
22,0.017495899
23,0.019865137
24,0.02095863
25,0.027519591
26,0.010205941
27,0.0027337342
28,0.025697103
29,0.013668671
30,0.009294696
31,0.009659194
32,0.02423911
33,0.0005467468
34,0.030253327
35,0.046108983
36,0.05376344
37,0.047931474
38,0.018953891
39,0.058684163
40,0.0
41,0.00018224896
42,0.0
43,0.0
44,0.0010934937
45,0.00018224896
46,0.0021869873
47,0.00018224896
48,0.0
49,0.028430836
50,0.012392929
51,0.0005467468
52,0.029159833
53,0.003280481
54,0.0010934937
55,0.0
56,0.0
57,0.0012757427
58,0.0005467468
59,0.003644979
60,0.014579916
,XGBoost
0,0.03733136
1,0.025133986
2,0.019035298
3,0.023840325
4,0.021437813
5,0.026982073
6,0.0012936611
7,0.01312142
8,0.008316392
9,0.004065792
10,0.016263168
11,0.021992238
12,0.01885049
13,0.05211606
14,0.0025873221
15,0.016263168
16,0.021253003
17,0.035298467
18,0.026427647
19,0.02310109
20,0.026612457
21,0.021807428
22,0.019404916
23,0.019404916
24,0.01589355
25,0.016632784
26,0.011458141
27,0.0044354093
28,0.020513767
29,0.009794862
30,0.012936611
31,0.01016448
32,0.029569395
33,0.00018480873
34,0.02901497
35,0.05525781
36,0.055073
37,0.05045278
38,0.019589724
39,0.057105895
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0031417483
45,0.00055442617
46,0.0012936611
47,0.00018480873
48,0.0
49,0.030863056
50,0.01885049
51,0.0012936611
52,0.024764368
53,0.0009240436
54,0.0024025133
55,0.0
56,0.0
57,0.00055442617
58,0.00036961745
59,0.0035113657
60,0.011273332
,XGBoost
0,0.034833092
1,0.023947751
2,0.0308418
3,0.022133527
4,0.021044992
5,0.03846154
6,0.0045355586
7,0.0027213353
8,0.008708273
9,0.0038098693
10,0.022859216
11,0.025580551
12,0.025036285
13,0.048258346
14,0.0023584906
15,0.030116111
16,0.015965167
17,0.026306242
18,0.021952104
19,0.023766328
20,0.035195936
21,0.028846154
22,0.02939042
23,0.024310594
24,0.028664732
25,0.025217706
26,0.017235123
27,0.004716981
28,0.026306242
29,0.005079826
30,0.0107039185
31,0.013062409
32,0.006712627
33,0.0003628447
34,0.02703193
35,0.06240929
36,0.045174167
37,0.031930335
38,0.009796807
39,0.03864296
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.036647316
50,0.01161103
51,0.00018142235
52,0.027394775
53,0.0021770683
54,0.0003628447
55,0.0
56,0.0
57,0.001995646
58,0.00018142235
59,0.00925254
60,0.00616836
,XGBoost
0,0.0428677
1,0.02790096
2,0.025129342
3,0.026237989
4,0.016260162
5,0.02993348
6,0.0018477457
7,0.007575758
8,0.010716925
9,0.0027716185
10,0.021618625
11,0.023466371
12,0.021988174
13,0.03917221
14,0.0051736883
15,0.021064302
16,0.014227643
17,0.038063563
18,0.023096822
19,0.0218034
20,0.027531411
21,0.031042129
22,0.024390243
23,0.016814487
24,0.021064302
25,0.01736881
26,0.010716925
27,0.0029563932
28,0.013858093
29,0.0072062085
30,0.012010347
31,0.00646711
32,0.031966
33,0.0
34,0.02827051
35,0.055986695
36,0.05580192
37,0.050997782
38,0.018107908
39,0.051921654
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00036954915
45,0.0011086474
46,0.00018477457
47,0.0
48,0.0
49,0.028824834
50,0.016260162
51,0.0
52,0.030487806
53,0.0016629712
54,0.0005543237
55,0.0
56,0.0
57,0.0005543237
58,0.00018477457
59,0.006651885
60,0.007760532
,XGBoost
0,0.03390148
1,0.023974527
2,0.024161829
3,0.024723731
4,0.016295187
5,0.040082414
6,0.001123806
7,0.006368234
8,0.020977711
9,0.0061809327
10,0.025098333
11,0.015545982
12,0.018355498
13,0.02622214
14,0.002809515
15,0.037272897
16,0.0189174
17,0.040644314
18,0.0376475
19,0.024349129
20,0.023225322
21,0.028657053
22,0.018355498
23,0.02266342
24,0.015545982
25,0.02846975
26,0.013860273
27,0.0016857089
28,0.015358682
29,0.0071174377
30,0.002622214
31,0.006368234
32,0.01142536
33,0.000936505
34,0.030904664
35,0.05263158
36,0.05825061
37,0.03989511
38,0.014422176
39,0.06274583
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00037460198
45,0.00018730099
46,0.0
47,0.0
48,0.0
49,0.033339575
50,0.017606294
51,0.0
52,0.034837984
53,0.00018730099
54,0.00018730099
55,0.0
56,0.0
57,0.00037460198
58,0.000936505
59,0.0058063306
60,0.006368234
,XGBoost
0,0.04597285
1,0.026606334
2,0.024072398
3,0.02316742
4,0.02244344
5,0.025520362
6,0.0016289593
7,0.00760181
8,0.008868778
9,0.003076923
10,0.018099548
11,0.018461538
12,0.021719458
13,0.041809954
14,0.0007239819
15,0.025158372
16,0.021357466
17,0.037647057
18,0.023891402
19,0.02117647
20,0.028416289
21,0.02153846
22,0.02316742
23,0.01158371
24,0.021719458
25,0.017375566
26,0.010497738
27,0.0032579186
28,0.020452488
29,0.013574661
30,0.019909503
31,0.010859729
32,0.022262443
33,0.00018099547
34,0.027873304
35,0.048144795
36,0.05266968
37,0.055746607
38,0.015927602
39,0.050135747
40,0.0
41,0.00036199094
42,0.0
43,0.0
44,0.002352941
45,0.0007239819
46,0.0007239819
47,0.0
48,0.0
49,0.028959276
50,0.017375566
51,0.00036199094
52,0.029321266
53,0.0021719458
54,0.0028959275
55,0.0
56,0.0
57,0.00054298644
58,0.00018099547
59,0.006877828
60,0.0128506785
,XGBoost
0,0.036633477
1,0.026676686
2,0.01972572
3,0.025173774
4,0.020289311
5,0.036069885
6,0.0022543678
7,0.009393199
8,0.008829608
9,0.0054480555
10,0.026300957
11,0.01972572
12,0.019537855
13,0.043020852
14,0.0048844637
15,0.021980086
16,0.018222807
17,0.032312606
18,0.017659215
19,0.018786399
20,0.02874319
21,0.023858726
22,0.027991734
23,0.0127747515
24,0.022919407
25,0.022355814
26,0.011835431
27,0.0030058238
28,0.02160436
29,0.008641743
30,0.014653391
31,0.011459704
32,0.025173774
33,0.00093931996
34,0.02780387
35,0.05128687
36,0.053165507
37,0.052601915
38,0.011647567
39,0.057110652
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0056359195
45,0.00093931996
46,0.0
47,0.0
48,0.0
49,0.030058239
50,0.014841255
51,0.00037572798
52,0.02498591
53,0.00018786399
54,0.00056359195
55,0.0
56,0.0
57,0.00075145595
58,0.00075145595
59,0.0067631034
60,0.011647567
,XGBoost
0,0.038427483
1,0.03152116
2,0.030635735
3,0.025854437
4,0.024437755
5,0.035417035
6,0.003895874
7,0.007614663
8,0.0054896404
9,0.0069063217
10,0.022135647
11,0.033292014
12,0.022489818
13,0.040021252
14,0.00513547
15,0.024437755
16,0.01947937
17,0.028333629
18,0.02054188
19,0.028156543
20,0.035417035
21,0.025677351
22,0.025146095
23,0.012750133
24,0.0286878
25,0.022489818
26,0.01841686
27,0.008145918
28,0.022666903
29,0.005666726
30,0.009385514
31,0.009739685
32,0.009739685
33,0.0
34,0.026739862
35,0.05985479
36,0.052594297
37,0.032583673
38,0.008145918
39,0.04232336
40,0.00017708518
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.03187533
50,0.011156366
51,0.00053125556
52,0.027802372
53,0.0015937666
54,0.00017708518
55,0.0
56,0.0
57,0.0014166815
58,0.0
59,0.0069063217
60,0.007968833
,XGBoost
0,0.035313003
1,0.03228108
2,0.03067594
3,0.025503835
4,0.022828607
5,0.03210273
6,0.0053504547
7,0.0044587124
8,0.009452471
9,0.0030319244
10,0.018726591
11,0.027822364
12,0.02479044
13,0.04619226
14,0.0041020154
15,0.03299447
16,0.020331727
17,0.032459427
18,0.021580167
19,0.026395576
20,0.03424291
21,0.022293562
22,0.026217228
23,0.023542002
24,0.030854288
25,0.023898698
26,0.018726591
27,0.0060638487
28,0.01658641
29,0.0037453184
30,0.011949349
31,0.009630819
32,0.007312288
33,0.00053504546
34,0.026573926
35,0.06420546
36,0.048154093
37,0.02853576
38,0.008382379
39,0.045478866
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.03299447
50,0.011592652
51,0.00017834849
52,0.02479044
53,0.0010700909
54,0.0
55,0.0
56,0.0
57,0.001783485
58,0.00017834849
59,0.0064205457
60,0.007668985
,XGBoost
0,0.03142296
1,0.023031602
2,0.030173182
3,0.023210142
4,0.025709694
5,0.034993753
6,0.0021424745
7,0.006605963
8,0.0064274236
9,0.008212819
10,0.030530263
11,0.022853062
12,0.020532047
13,0.040528476
