,GradientBoostingClassifier
39,0.04817774101223655
40,0.0022663099165613947
41,0.0017044078739137745
42,0.0
43,3.97286406577047e-05
44,2.5409520730463862e-05
45,3.978609786547106e-05
46,0.0009956487072913973
47,0.003416736791791357
48,6.181951285108071e-05
49,0.051803052380846946
50,0.013963830772695491
51,0.0023998672755331284
52,0.0489045895617644
53,0.0017077431653640955
54,0.002224603461802508
55,9.257343971205837e-06
56,1.3099912286371292e-06
57,0.0014849915480546377
58,0.0006284741153261807
59,0.0026971767155102213
60,0.011886343728119543
,GradientBoostingClassifier
0,0.03817701294724033
1,0.01684817514176596
2,0.03041434981115848
3,0.02331436706875987
4,0.02869301584797413
5,0.018613042244108088
6,0.0022261181212999805
7,0.010444666523612377
8,0.008673867053527694
9,0.004508879294972685
10,0.017828038308837058
11,0.020642208975005072
12,0.019650536877265378
13,0.030191403255506104
14,0.0016818278022208578
15,0.02522653793730556
16,0.02119884017038064
17,0.02770884382571412
18,0.02709109911004302
19,0.018314853554265802
20,0.0193286131602726
21,0.022297623441163494
22,0.02033854113714789
23,0.020071411261710092
24,0.022035418449189194
25,0.016681781043228573
26,0.03191545051693062
27,0.0030316726170905818
28,0.013435519277956892
29,0.008718009114011771
30,0.006081438964235699
31,0.008176830905144731
32,0.009763585223777311
33,0.0023896826659348283
34,0.05156433534718627
35,0.04568149755524087
36,0.05015656264693939
37,0.039044354915295135
38,0.016532685268691612
39,0.041656635509285875
40,0.00075769543306103
41,0.0008981560694976687
42,0.0
43,6.734103614719801e-06
44,0.005245832306924873
45,0.0006293389660171955
46,0.0011503327053658035
47,0.001527699105231183
48,5.1443980723245644e-05
49,0.060146177411731075
50,0.01609114002671454
51,0.002053863448100022
52,0.0461844090616922
53,0.002262407745019251
54,0.0035805185755098364
55,0.0
56,4.107506456044349e-09
57,0.0018427480189535828
58,0.000959799897074129
59,0.002350454894938402
60,0.013911911250928334
,GradientBoostingClassifier
0,0.025338938207012936
1,0.018573115548329053
2,0.018783724807133504
3,0.02519193640766261
4,0.030517991666004392
5,0.01787554680506264
6,0.001074956284279079
7,0.006599560461821941
8,0.006540313667354749
9,0.0031376916746724444
10,0.02066954799648772
11,0.016166460256813894
12,0.01869779717621644
13,0.0240264603234757
14,0.0008979385137689932
15,0.02597511865062129
16,0.02369959524658028
17,0.019720601289758354
18,0.034029068982976717
19,0.016499410760237282
20,0.020508848856334343
21,0.03504732971114253
22,0.026237842673720015
23,0.019511137602603083
24,0.019726212997203455
25,0.0179330538739268
26,0.03995702099288486
27,0.002995263815287982
28,0.00667939610846211
29,0.0062137059281208405
30,0.009833064251318066
31,0.007686857843426813
32,0.007246569574898536
33,0.003947130681877374
34,0.05171949154344495
35,0.05235736938712971
36,0.05735519314914928
37,0.04422624643041005
38,0.019471544298973693
39,0.04017943078448791
40,0.002558054228972778
41,0.0009335862637780483
42,0.0
43,0.0
44,0.004237732130879218
45,8.753580210507012e-06
46,0.001045424251792753
47,0.0005294499263117948
48,5.897766000872764e-05
49,0.06318467174343065
50,0.013983534300052185
51,0.0029445235455859906
52,0.04122045268250317
53,0.0034881140966776703
54,0.0013821778233720767
55,7.181841043978927e-10
56,1.1188605390428594e-05
57,0.001330650001981015
58,0.00015225336231948562
59,0.0024980033798857305
60,0.017583966467591396
,GradientBoostingClassifier
0,0.02990997443260149
1,0.015427639994433352
2,0.020473069751023962
3,0.018110620674904297
4,0.035632942757475514
5,0.022067638281396622
6,0.0023883325886850247
7,0.01192682200051351
8,0.009735180652600327
9,0.006270955092621811
10,0.017170977308882233
11,0.021614362287376114
12,0.018379662942194442
13,0.021299746009491208
14,0.0014247665973535504
15,0.027660217535156968
16,0.022210494976262374
17,0.019110755304019584
18,0.0255786449386435
19,0.018730618816362034
20,0.019303591567496496
21,0.02247136074440266
22,0.020204156872738466
23,0.016575867097255104
24,0.0284223335411668
25,0.020208736947173105
26,0.051715065774730715
27,0.0035385419897365094
28,0.013839671000643244
29,0.006846642722430966
30,0.006346361076451781
31,0.005701800872313551
32,0.00921139970881226
33,0.0022155451220539422
34,0.054408979788178206
35,0.0517505919563299
36,0.04663768483019146
37,0.041649046381090814
38,0.01847805342240863
39,0.03992366518694581
40,0.0013669611636595172
41,0.00028922682713545324
42,0.0
43,6.477242789132998e-05
44,0.00266769006398913
45,0.000989586910317877
46,0.0030048027430929036
47,0.0009193408313167229
48,5.737425226785497e-05
49,0.0692557596090001
50,0.018109446673557388
51,0.0021539282127424797
52,0.03333377330708932
53,0.00133392551148711
54,0.003990668783685737
55,6.344388078596253e-07
56,4.130373282151318e-05
57,0.0008202507921510405
58,0.0002690544388858639
59,0.004146093826722289
60,0.012612885908830349
,GradientBoostingClassifier
0,0.02738342715099046
1,0.02167342494435289
2,0.019804059390882433
3,0.022253044858996894
4,0.029216495145169198
5,0.01941974385836625
6,0.0025825522004798746
7,0.012296934987973991
8,0.01181908591497647
9,0.006465626537732278
10,0.014395030279378683
11,0.020071734981016533
12,0.021394220352699906
13,0.020101048103166687
14,0.002459993526762453
15,0.026163075323013863
16,0.023680838848768836
17,0.023758070620740174
18,0.03083415377202379
19,0.017885251288384318
20,0.024338836078197833
21,0.02848234942470826
22,0.019345718225210872
23,0.02064262004429039
24,0.023896082911012983
25,0.023330226507413423
26,0.03845674958703299
27,0.002896436066690768
28,0.011012968300721687
29,0.009399537567674582
30,0.007583270973000008
31,0.006480607848152939
32,0.00900367003423372
33,0.003911480384550602
34,0.060958532802657214
35,0.04339454760229167
36,0.05062137030002849
37,0.04351329246026094
38,0.016844307449799097
39,0.04029003083188542
40,0.0017631893649075285
41,0.0015031690323380601
42,0.0
43,0.000499639213606717
44,0.0026657870341310974
45,1.3922773552789383e-05
46,0.0012989490604166246
47,0.0010012776640546514
48,6.482124095748189e-09
49,0.04793978126764813
50,0.012565266752965836
51,0.004720480466506333
52,0.045648751354249735
53,0.0019532439558000497
54,0.0037342221186340676
55,4.840858410000935e-10
56,2.8649844510639477e-06
57,0.0013581662529967686
58,0.0001983173296170947
59,0.0007231207756555206
60,0.01434939614656803
,GradientBoostingClassifier
0,0.038013356657825986
1,0.018569220060859995
2,0.01736787542930639
3,0.019150497179427434
4,0.030732475660765944
5,0.01753569275123877
6,0.002105814816886773
7,0.010923087606315439
8,0.011943008973300773
9,0.008226529414366439
10,0.02069947448149372
11,0.014869408908283102
12,0.01656447072774355
13,0.022846798513592233
14,0.001390866642127632
15,0.04460913439793115
16,0.01646905999616834
17,0.026080072025235747
18,0.022947309260685094
19,0.014710238417876314
20,0.02068278010092332
21,0.022887479003276864
22,0.025631785319600857
23,0.0203431405620473
24,0.021581525246189975
25,0.022036978565776907
26,0.04190686584158836
27,0.002294541436225458
28,0.010894868412302236
29,0.0068099871617312855
30,0.0047727459963085635
31,0.008407367809434801
32,0.006799771544003484
33,0.004620266408498275
34,0.07097611579583825
35,0.045914087232215274
36,0.053034941485767005
37,0.0415839321132692
38,0.011791046153121567
39,0.041280631281811773
40,0.0020564915015890825
41,0.0011869740501352314
42,0.0
43,0.0006767353727265669
44,0.005356372772097324
45,9.017959116281631e-05
46,0.00134962607594204
47,0.0017398905903210633
48,4.296326373907149e-06
49,0.04577206248801413
50,0.012348329869522775
51,0.0018920484037952218
52,0.049002487802466854
53,0.0008189925063980636
54,0.0008286951265135802
55,5.954412624281135e-07
56,2.3885753287518556e-10
57,0.00057722484172141
58,0.0005604761997060601
59,0.0022720915212906282
60,0.013461179888741815
,GradientBoostingClassifier
0,0.03749669391318112
1,0.0146965592301589
2,0.027162875911066038
3,0.023966950993013374
4,0.024000681927580748
5,0.023524003392373295
6,0.003697583783204868
7,0.00784398662817284
8,0.01276922020638982
9,0.005884084883381012
10,0.017879509802300915
11,0.021636009503716642
12,0.020270571216604465
13,0.023364836369018597
14,0.00252593924771663
15,0.024384843370494392
16,0.027102672546386684
17,0.0225896720968028
18,0.019568515496464562
19,0.020162190139821637
20,0.018774071643244652
21,0.019006563519776695
22,0.01806018029634532
23,0.020179997667519576
24,0.02354159157280804
25,0.021297332036508264
26,0.04385513040004674
27,0.002645898272692003
28,0.012986916434894923
29,0.007618140781850303
30,0.005764584382220486
31,0.008025739918733017
32,0.008501903029969919
33,0.002156540276277161
34,0.05085756173249351
35,0.04131318762326887
36,0.05586222367981022
37,0.046133704313240216
38,0.01760314000674526
39,0.042681023012975376
40,0.0016775717013568492
41,7.753846457629202e-06
42,1.1840436750689524e-09
43,4.050564204719758e-05
44,0.0032456903095261598
45,4.606273316952795e-05
46,0.00025081170741158486
47,0.0005529024718990598
48,7.364224627415268e-05
49,0.07426633516939046
50,0.013444522920047509
51,0.0009655266786783363
52,0.03780890373014225
53,0.0014042382533098455
54,0.003230212210282568
55,7.84761343791403e-08
56,4.405864108975745e-05
57,0.0010200238423421445
58,0.0001853576593634266
59,0.0022594174172697445
60,0.012083551900493879
,GradientBoostingClassifier
0,0.03550560236332188
1,0.019906289512647352
2,0.021016545620680525
3,0.02150452267831831
4,0.026973283541783737
5,0.02300099672337435
6,0.002129294171302351
7,0.00790199761762013
8,0.012586251413671846
9,0.009433248505239102
10,0.024274765814554358
11,0.02146092646672814
12,0.01579645435967674
13,0.0226115990500768
14,0.005571793728945424
15,0.020247815078564248
16,0.024356816133878034
17,0.023977085023685948
18,0.02528366800403024
19,0.021668808585701277
20,0.027821092801872678
21,0.02411747693083732
22,0.01888569500692002
23,0.024417972814701597
24,0.02294032969355207
25,0.028108207650975475
26,0.026753287888937747
27,0.0015138658926112456
28,0.007431444575416683
29,0.0071390407530075636
30,0.0052836439180083666
31,0.008454331862659313
32,0.005064269164701138
33,0.0013717430308341238
34,0.07169043157808055
35,0.051446184905244406
36,0.04516436562624843
37,0.03967005215319343
38,0.020343364926487625
39,0.04742242966680429
40,0.004647782752472226
41,0.01208333473720461
42,0.0
43,4.8063651621956064e-05
44,0.0005400383110749931
45,0.0009028127582451326
46,0.00014190986633789708
47,0.00141868197121231
48,2.5764008093112954e-05
49,0.04167407391490372
50,0.011409670951724292
51,0.0007036984517311931
52,0.04276775873747211
53,0.0010254341724036202
54,0.0012698312577131307
55,4.2080849448428994e-06
56,2.591924920120234e-05
57,0.002234871407975531
58,0.0033465480643233526
59,0.003087157256429871
60,0.002395445160020089
,GradientBoostingClassifier
0,0.0382671233477011
1,0.0175761252087057
2,0.02564289855025048
3,0.027551853864217126
4,0.029148495908571024
5,0.017665200297231076
6,0.002520149936604703
7,0.01113451620118114
8,0.015330563834420751
9,0.0048326933482699145
10,0.023384111585441524
11,0.02525622357595206
12,0.0211246717019681
13,0.026708424998180047
14,0.0016705101397190638
15,0.030106958209323065
16,0.022451953777250865
17,0.02798433243652424
18,0.023089064493528936
19,0.020039184627855904
20,0.024805249624969116
21,0.022678303480463163
22,0.02627667601320314
23,0.01887465113680895
24,0.03074185617874046
25,0.022578617938848997
26,0.02525721645994322
27,0.002506138935302385
28,0.006924633071702751
29,0.005881865050122988
30,0.004224829000577759
31,0.017122901131284615
32,0.010521644177329877
33,0.0007701337624724635
34,0.05475995935931755
35,0.04927004212431519
36,0.05005184498658132
37,0.04145272766062094
38,0.013333835224726715
39,0.0496880523454434
40,0.0019446762809044965
41,0.015617928713837673
42,2.9958301399547257e-05
43,5.1064412518806804e-05
44,0.0010641747799232488
45,0.0012276949526358963
46,0.00012630730088807578
47,0.0002180571391486659
48,0.0002389708553723126
49,0.03318884815439638
50,0.013056682614704666
51,0.001200482418820571
52,0.028653271659790147
53,0.0009585477322597904
54,0.002051175818220081
55,3.188677226457787e-05
56,4.3387506685906986e-05
57,0.002371926169229099
58,0.0005584651583618838
59,0.001201497222929497
60,0.0069587623300368315
,GradientBoostingClassifier
0,0.02745411410742018
1,0.026254081650311897
2,0.022404099075697275
3,0.016935374246468248
4,0.022089708730409215
5,0.020984798634770475
6,0.00357826834671221
7,0.01238819848676374
8,0.0113483859564691
9,0.010139686209464038
10,0.017825941836327963
11,0.019033646633794976
12,0.021787777240838118
13,0.03098908917558246
14,0.0028637026013252
15,0.022157249913380857
16,0.024932947687691293
17,0.022870696650264737
18,0.02736512431345308
19,0.02103785408887137
20,0.02091375334375585
21,0.022932448273800147
22,0.023750188923828228
23,0.021270893745847813
24,0.02473978284506497
25,0.02174981655087622
26,0.035348500870013795
27,0.0024243013021469748
28,0.008595069274789627
29,0.008106656743687154
30,0.005703247243762658
31,0.008603177080208635
32,0.0064509609165548445
33,0.0013229137623290122
34,0.07195620540102128
35,0.05066810504402718
36,0.046797860424440806
37,0.04542595254881225
38,0.01452112008193586
39,0.04692388527140335
40,0.004207863689228275
41,0.011870152613689306
42,0.0
43,2.8404285775013386e-09
44,0.00023038596148267828
45,0.0008127730298504258
46,0.0003567267399932301
47,0.0005525993880021953
48,1.6449609357267202e-06
49,0.04451648125581859
50,0.014870833076635444
51,0.0016126077722447636
52,0.03210714695990027
53,0.0005434585382812973
54,0.0030286575756645635
55,1.1743717870509057e-05
56,2.750114990217216e-07
57,0.0018053294660460707
58,0.0009203904590888027
59,0.005283043815824431
60,0.004622297893192887
,GradientBoostingClassifier
0,0.038900426584068906
1,0.02519468433157632
2,0.02149342501575454
3,0.021289747371465374
4,0.02500304168832467
5,0.022699559092356037
6,0.0029395451942754412
7,0.012288814809005372
8,0.013478520517898027
9,0.004807601677791091
10,0.016356133322881775
11,0.016755227039023737
12,0.02430970823151366
13,0.018247490907245367
14,0.0019613692152234815
15,0.02403988426646233
16,0.022282773133194895
17,0.022264175500250654
18,0.01908550092636858
19,0.021140957062166833
20,0.018777018935493463
21,0.026477970954662988
22,0.020980448249428657
23,0.015347985850846615
24,0.026617525382538008
25,0.02273039429612845
26,0.027830175235817038
27,0.002315105193114711
28,0.010876917746161329
29,0.008193445469121369
30,0.003970674188798678
31,0.014298632720149676
32,0.0089097319029192
33,0.0018202746597403784
34,0.06516210706195434
35,0.04801989622699657
36,0.05333924364509523
37,0.042213966408432564
38,0.017149208852322635
39,0.03613735185716107
40,0.0010160239250658002
41,0.0037762768229310712
42,1.7255779322700231e-06
43,0.00019366275819369475
44,0.002539742735641071
45,0.0019298422467559377
46,0.0005134330610935218
47,0.005245704344334218
48,1.5358405057717038e-06
49,0.05812829494386214
50,0.018640845444232654
51,0.002247985935195647
52,0.04150944088329971
53,0.0016877852594285527
54,0.0018351880605249908
55,0.0005497788414244044
56,4.616541833054273e-06
57,0.0022607164010402074
58,0.0017009845495235668
59,0.0052287666179058724
60,0.005280988485545938
,GradientBoostingClassifier
0,0.03220559220922584
1,0.018166222744047045
2,0.02466463532282646
3,0.023141755094171934
4,0.016793808560800937
5,0.028119379537581937
6,0.002658427646004603
7,0.006379680298257243
8,0.011426341602292747
9,0.005672025986844134
10,0.028016800391028437
11,0.017645334099774007
12,0.014655097102928873
13,0.021168683729378423
14,0.0011081459154381138
15,0.03389221988010659
16,0.020974532972710326
17,0.029405375957493957
18,0.02609275168370511
19,0.020581805090378
20,0.022024831183807533
21,0.0265377708285725
22,0.02457875234757001
23,0.015774589683075234
24,0.02785520157902
25,0.030045476544066165
26,0.02306173475982442
27,0.001314092075533485
28,0.01650187654481137
29,0.00577010201761192
30,0.0065718670621167955
31,0.015096111421148434
32,0.00843137788035231
33,0.002280182074198606
34,0.06926899393782472
35,0.04774863652942705
36,0.042220193405680305
37,0.034854483601500806
38,0.01991283776622869
39,0.05296935882107509
40,0.003087906371212907
41,0.012952852947752906
42,1.6728872564714208e-07
43,5.033993770935985e-06
44,0.0006868736126622187
45,0.0009125117231457222
46,0.00015958934248732267
47,0.0005946789164568754
48,4.206361773775448e-05
49,0.036853011695523595
50,0.015485573089510159
51,0.0024405566943518993
52,0.03582737386389318
53,0.000780616109980008
54,0.0014690989108778842
55,1.5404077670590265e-08
56,0.00107671212996246
57,0.002442684577237533
58,0.0007672998807231218
59,0.004391278900883901
60,0.004437015040586182
,GradientBoostingClassifier
0,0.04156314544600622
1,0.02386196984551221
2,0.02051485406044423
3,0.018175888277971623
4,0.026349203178458142
5,0.0221901728368845
6,0.0022265751945749236
7,0.005631268894801173
8,0.008997318181598928
9,0.005765801021090734
10,0.02121268497851222
11,0.021849093825633232
12,0.017024042838586828
13,0.023928239369276183
14,0.0013837499513141543
15,0.023902573921733707
16,0.021972319626659347
17,0.02488717145541682
18,0.02351269888377152
19,0.021644864853921513
20,0.026202840330418756
21,0.02279134695210964
22,0.02523686920249075
23,0.027904902075952333
24,0.014303650606945863
25,0.02697032299055347
26,0.028914758419659493
27,0.0029898958732564184
28,0.006806995365621544
29,0.007163698374902164
30,0.008207947379730251
31,0.0136415954964451
32,0.010971808980213642
33,0.002330812471252389
34,0.05652372521266165
35,0.04955377734411044
36,0.053233869159194425
37,0.044274866088123144
38,0.015490229920505716
39,0.04217582912053607
40,0.004114561497505554
41,0.00667005408004744
42,0.0014096196941198549
43,0.00013010149109867923
44,0.00012527761527283659
45,0.0009616393120587393
46,0.0001727010238883326
47,0.00043206760815012304
48,0.00018700179948937591
49,0.047560301308352024
50,0.015436081285412349
51,0.0007120781748193647
52,0.039089000898754736
53,0.0018848301799711754
54,0.002020471182078996
55,3.7101630829359547e-06
56,3.122305296373214e-08
57,0.0026648172483195397
58,0.0013733599114059514
59,0.0020922081426404194
60,0.010676708153626981
,GradientBoostingClassifier
0,0.03658272846881797
1,0.01994271015262952
2,0.024318036085720182
3,0.021241140933809025
4,0.02010566918888068
5,0.01890090239859819
6,0.0024498759921193244
7,0.007168355085265197
8,0.01177222394764494
9,0.010907430733972235
10,0.020608655803819806
11,0.018249367143794503
12,0.01889204713269315
13,0.02862426629883348
14,0.0017710362767040877
15,0.026634318618202438
16,0.023043090987270233
17,0.02563737597408197
18,0.02074994984234801
19,0.026691194548692808
20,0.03067444053712904
21,0.018888694241971545
22,0.023709644515731872
23,0.022349543178361506
24,0.02274824155515929
25,0.022516459694321013
26,0.02328482997472867
27,0.003226552608331366
28,0.00901260283136156
29,0.00848556456823352
30,0.005907822461393421
31,0.009810682774303001
32,0.0076874542900422825
33,0.003446280988732078
34,0.05907672962849319
35,0.059494551434635064
36,0.04576113680265127
37,0.04939961574372834
38,0.018642352653079692
39,0.04162458779134795
40,0.002918370535926351
41,0.012137622083459013
42,3.565939709431859e-06
43,9.004962705357434e-05
44,0.0006247273919066975
45,0.001343256495699978
46,0.0007045837887074918
47,0.00039699968011894845
48,0.0001164869529963543
49,0.04468676635767118
50,0.01761485893271968
51,0.0010534527306310145
52,0.03049708154168869
53,0.002168279092895518
54,0.002592354247089639
55,0.000185155720801628
56,5.2962950501619705e-06
57,0.0023086072901481415
58,0.002903106868864943
59,0.0038812854796662507
60,0.00372992905956196
,GradientBoostingClassifier
0,0.0403420438493487
1,0.018844372602621253
2,0.025728242487677824
3,0.018211053303022456
4,0.02440611496249569
5,0.022295990066482065
6,0.006645263096972308
7,0.011089349014020028
8,0.011705230367517076
9,0.003927811260366004
10,0.014665940456284983
11,0.02399702768246975
12,0.02048373883752903
13,0.021611659687484474
14,0.0038292174938417884
15,0.025931720266816612
16,0.018622147048861157
17,0.021387511865669964
18,0.019102742209626926
19,0.019869219005470267
20,0.033703817557222904
21,0.02278344104797973
22,0.02369856397573846
23,0.018535861105405834
24,0.025668544358420267
25,0.025485339314660457
26,0.025334648971158776
27,0.0008627756519459961
28,0.009283043040920414
29,0.005590019374035462
30,0.005051426189649576
31,0.01870671469031227
32,0.009049747358199344
33,0.004179878672930573
34,0.07373793367481228
35,0.04320340943760254
36,0.05008304840023858
37,0.03691259453653719
38,0.016633996355103216
39,0.031185454943861268
40,0.006603561277251517
41,0.00793185786205804
42,0.0014293425903710024
43,0.00019715772172246523
44,0.002054580548974079
45,0.0008659756886259829
46,0.0003015767282902926
47,0.0009713824142119421
48,4.883633252885759e-06
49,0.04945835552701562
50,0.013069383223425402
51,0.0017802793931170969
52,0.039603913976404004
53,9.18383244456755e-05
54,0.0015897511365523724
55,8.03266822543609e-10
56,3.676829319249647e-06
57,0.004868734130910592
58,0.0013091601352113872
59,0.004894937804468081
60,0.010582996029791871
,GradientBoostingClassifier
0,0.03480386323239049
1,0.020040417174816975
2,0.022941554124960108
3,0.018556488086906874
4,0.026741958234747475
5,0.025280116207425294
6,0.004043633678728827
7,0.010514710747156531
8,0.015383363996889608
9,0.00875072962784214
10,0.019663079040774117
11,0.0208280037680711
12,0.016184656277795455
13,0.025611061441988766
14,0.0029099834356605464
15,0.02168175904673493
16,0.021033548511974483
17,0.024386973665579053
18,0.02164719176317536
19,0.024549458462965554
20,0.02611101589971035
21,0.020586278747892265
22,0.019257814283593307
23,0.01835240242404063
24,0.02247917925324124
25,0.026809399532527915
26,0.025401053019581593
27,0.0016865252476406562
28,0.006723705379077828
29,0.010077402801508616
30,0.003390203285240971
31,0.00832066999127527
32,0.01012951360977433
33,0.001699486164611408
34,0.06614107905441097
35,0.07079604683169187
36,0.05316920500213616
37,0.04060766944074226
38,0.017315386586452618
39,0.03840977996594791
40,0.0012887474914548365
41,0.006681011545425116
42,5.734458820615229e-09
43,0.00024311997421841604
44,0.0018093940412502326
45,0.0010390630304572997
46,0.0001761607291362812
47,0.005983069444205402
48,7.490963168277109e-07
49,0.04567861947946463
50,0.015760367281851997
51,0.0016587757077431839
52,0.03521031689865619
53,0.001849596734244121
54,0.0006247794587613324
55,5.609533193164691e-06
56,1.8103862452939652e-06
57,0.002827662979651757
58,0.0005384588408442624
59,0.002095940067187581
60,0.003510374497551299
,GradientBoostingClassifier
0,0.03625626115869595
1,0.022617762927581917
2,0.015780552128233722
3,0.01907425543475042
4,0.026871085213485784
5,0.01799385630638719
6,0.0027153451212061264
7,0.00995956748428455
8,0.011541389845568212
9,0.005741726394745175
10,0.018453389690936742
11,0.017041290511045096
12,0.01935479475761889
13,0.02078946041108331
14,0.00017523082017908815
15,0.022831029433830453
16,0.022111344479630122
17,0.024435331709484625
18,0.017307310987137312
19,0.023311154509428254
20,0.03009416266818016
21,0.022462090831682432
22,0.024227521021123504
23,0.018533732653817605
24,0.018519484060401183
25,0.02022180762615393
26,0.05050221365613013
27,0.004008189378485124
28,0.0176192477609215
29,0.006234106989205052
30,0.007235586342701432
31,0.006266733716363627
32,0.008984846857298251
33,0.003031305707362824
34,0.054747146982853996
35,0.04598913883754415
36,0.06369006068097541
37,0.03829822667200726
38,0.01572209780532842
39,0.036761508302734766
40,0.0003017084319871806
41,0.00026200119403348295
42,8.927581648608445e-10
43,1.394729337723254e-07
44,1.8822108328166967e-05
45,0.0005913699536889723
46,0.0009767202153008756
47,0.0043919968050584015
48,7.055957194868664e-06
49,0.04680637957894852
50,0.014600725101617135
51,0.001578970968717523
52,0.05613199306646455
53,0.0021865346742626916
54,0.00029566116606405933
55,7.234424752571714e-05
56,0.00013072541106310399
57,0.001058508016562639
58,0.0005365074669415618
59,0.003487338911228795
60,0.01905314848273617
,GradientBoostingClassifier
0,0.025256514831028313
1,0.017136962623596572
2,0.016784732235547266
3,0.019144175377634538
4,0.029242403939413172
5,0.022642156721033254
6,0.0018421542405203262
7,0.011275569692312184
8,0.009383443361741416
9,0.006940559460949509
10,0.022390126319129823
11,0.01836779205863934
12,0.020982785346542063
13,0.020312194290826015
14,0.0002701571609417087
15,0.03492033658455944
16,0.02301900908674416
17,0.023418885806134014
18,0.018723774686646783
19,0.02556213233670159
20,0.018116745425356674
21,0.028541318181967836
22,0.018862054144230506
23,0.017303322240312568
24,0.023848863365305818
25,0.018889009197866402
26,0.05594071738869129
27,0.002916858242185691
28,0.012645484889069357
29,0.00632792065022722
30,0.005948867640600788
31,0.00859982390374808
32,0.005673967081654853
33,0.0030661830479225254
34,0.07122906425256963
35,0.039519578865694745
36,0.05205847079588165
37,0.03892976126386902
38,0.019206674647368072
39,0.03359997016843579
40,0.001067765447745999
41,5.449732874387972e-07
42,0.00021530157503931956
43,0.0007752479300253541
44,0.0024915317875210934
45,1.5039958916602582e-05
46,0.0011680670543817025
47,0.0003504537199331004
48,1.1782302314689294e-06
49,0.047789329625943226
50,0.01753307121074543
51,0.0016284401189772019
52,0.05137795475747389
53,0.0011475210152514694
54,0.0007769397228646965
55,0.0008100354049726063
56,1.638704982995534e-06
57,0.002234008738236096
58,0.0015663042768299129
59,0.0021086166070073257
60,0.018100487586033002
,GradientBoostingClassifier
0,0.04043853851046926
1,0.021450322506392713
2,0.017456957586729313
3,0.018561950097629315
4,0.02809041641544544
5,0.02360732897639695
6,0.0029023621628655504
7,0.006363162287728283
8,0.01390046486770962
9,0.004640486887251972
10,0.021510274499654626
11,0.018439672752782032
12,0.021018480136894883
13,0.017114146117608465
14,0.0006964004718037467
15,0.021891275332143682
16,0.020999476189008544
17,0.02647221323605621
18,0.019275071526139404
19,0.019950582783545542
20,0.023808410084345207
21,0.01889172752220575
22,0.017265016102629743
23,0.019048437021437267
24,0.01986049488231402
25,0.01742410991046442
26,0.04638304364875547
27,0.005044790362479983
28,0.017761808491175465
29,0.004985768918796714
30,0.006644669558929475
31,0.007031048522772308
32,0.010011159394954897
33,0.00516825365366469
34,0.06109510164627544
35,0.048252758968023717
36,0.06275324888067314
37,0.04660851268495764
38,0.01524343111028843
39,0.029269960589679924
40,0.001591000176014722
41,0.004090917070028904
42,7.637265736917264e-09
43,0.0005651536026582877
44,0.00018301855289847073
45,0.00018447109317794777
46,0.0007864604123343083
47,0.00035397484751597993
48,6.20914272950203e-10
49,0.0421536609525044
50,0.015552069476290458
51,0.0010517485492023565
52,0.0545931713905362
53,0.002185938249572231
54,0.0031245085541156087
55,7.696689494583666e-05
56,4.616424257943813e-05
57,0.002820187591310488
58,0.001838167045579013
59,0.0014432138703416176
60,0.02002786387113462
,GradientBoostingClassifier
0,0.03400308472270594
1,0.0174721056597254
2,0.022756602863209997
3,0.01698126995981066
4,0.022584821489588288
5,0.020920650091384174
6,0.003271304735099048
7,0.010753816802822006
8,0.012284834511999283
9,0.007531173613094139
10,0.01908178481461356
11,0.019058025903133265
12,0.023525311324891534
13,0.016029390081091062
14,0.00044660885935097577
15,0.024219944354457092
16,0.02337316602046459
17,0.023291908092780162
18,0.01870893214796146
19,0.022636219600084936
20,0.017628190708259522
21,0.023425356138054142
22,0.02656147876726598
23,0.018470601485981574
24,0.019109484982115087
25,0.01955418537889843
26,0.04298614434853009
27,0.0025930493869810406
28,0.018678010925247675
29,0.0077922815747045165
30,0.00895702059256824
31,0.011259897892659161
32,0.008960405012546005
33,0.004320299250381144
34,0.0613048833339448
35,0.04795822010043816
36,0.052738787743953845
37,0.03589878238507905
38,0.02251284181355716
39,0.031106056276800763
40,9.785203803235629e-05
41,4.981027987058729e-05
42,1.0256723751136519e-08
43,1.2252198224635032e-05
44,0.00029185182320084704
45,6.599683693261057e-05
46,0.0006707695652592935
47,0.00307691326913399
48,3.0490003157486812e-05
49,0.0668064798175302
50,0.013739806847554999
51,0.00028938530483920875
52,0.04730693221177414
53,0.002523012344996032
54,0.0015952514636700548
55,3.0855714392006646e-05
56,0.00017365810361395683
57,0.002116861797763869
58,0.0007574478918119219
59,0.004284165580874711
60,0.015333262904409232
,GradientBoostingClassifier
0,0.04065141768442663
1,0.023169022558765694
2,0.018804574331008187
3,0.019295159270060112
4,0.01844267070777047
5,0.01982728522129889
6,0.0040718926930449605
7,0.005780479833854291
8,0.013158257838950702
9,0.005872846178182362
10,0.025859372483278277
11,0.013498387902247735
12,0.015242783623496016
13,0.025451872175928373
14,0.0004511393461629325
15,0.025208318745678058
16,0.024877850965277712
17,0.02127407673775528
18,0.020458583147273078
19,0.021238345569484764
20,0.024111454236485422
21,0.022179101745728732
22,0.02359643446740328
23,0.01623817549017021
24,0.02256962203907633
25,0.023553794132451927
26,0.03312798192292648
27,0.0038956107774716234
28,0.010404068535129462
29,0.0065127829410642525
30,0.010677904359683188
31,0.01212889254613611
32,0.004574602795519201
