	Train_Accuracy	Test_Accuracy	AUC
0	-1	-1	0.7953949285922471
1	-1	-1	0.8368794326241135
2	-1	-1	0.8303782505910166
3	-1	-1	0.8708831244535121
4	-1	-1	0.8334304867385602
5	-1	-1	0.8067375886524824
6	-1	-1	0.8223995271867612
7	-1	-1	0.8844562647754137
8	-1	-1	0.8026004728132388
9	-1	-1	0.8569739952718677
10	-1	-1	0.8195861264937335
11	-1	-1	0.8149227630428447
12	-1	-1	0.7958037825059102
13	-1	-1	0.8379137115839244
14	-1	-1	0.8280141843971631
15	-1	-1	0.8322646458758379
16	-1	-1	0.779656076945497
17	-1	-1	0.8463356973995272
18	-1	-1	0.7745271867612293
19	-1	-1	0.8596335697399526
20	-1	-1	0.8580588749635675
21	-1	-1	0.8268726318857477
22	-1	-1	0.8608156028368794
23	-1	-1	0.8726359338061466
24	-1	-1	0.7972894199941707
25	-1	-1	0.9007092198581561
26	-1	-1	0.858451536643026
27	-1	-1	0.7630023640661939
28	-1	-1	0.781323877068558
29	-1	-1	0.8489952718676123
30	-1	-1	0.8296394799054374
31	-1	-1	0.8049645390070923
32	-1	-1	0.7960992907801419
33	-1	-1	0.8416075650118203
34	-1	-1	0.9110520094562647
35	-1	-1	0.8210434275721364
36	-1	-1	0.8289007092198581
37	-1	-1	0.8489952718676124
38	-1	-1	0.8289007092198583
39	-1	-1	0.8816671524336929
40	-1	-1	0.8732148061789565
41	-1	-1	0.7873797726610318
42	-1	-1	0.8470744680851063
43	-1	-1	0.8315602836879432
44	-1	-1	0.8064420803782505
45	-1	-1	0.858451536643026
46	-1	-1	0.7755756339259692
47	-1	-1	0.9020390070921986
48	-1	-1	0.885047281323877
49	-1	-1	0.8300786942582337
50	-1	-1	0.8439716312056739
51	-1	-1	0.7562056737588653
52	-1	-1	0.8856382978723405
53	-1	-1	0.8528368794326241
54	-1	-1	0.8128825415330808
55	-1	-1	0.8439716312056738
56	-1	-1	0.796269309239289
57	-1	-1	0.8528125910813175
58	-1	-1	0.7813238770685579
59	-1	-1	0.853723404255319
60	-1	-1	0.8379481200816088
61	-1	-1	0.8683510638297872
62	-1	-1	0.7730496453900709
63	-1	-1	0.8395390070921986
64	-1	-1	0.8773640661938533
65	-1	-1	0.814048382395803
66	-1	-1	0.8800236406619386
67	-1	-1	0.8365839243498818
68	-1	-1	0.8235815602836879
69	-1	-1	0.7968522296706498
70	-1	-1	0.7925531914893617
71	-1	-1	0.8477120373069076
72	-1	-1	0.8035558146313028
73	-1	-1	0.8274231678486997
74	-1	-1	0.800531914893617
75	-1	-1	0.848256501182033
76	-1	-1	0.8543144208037826
77	-1	-1	0.833628841607565
78	-1	-1	0.83096926713948
79	-1	-1	0.8025357038764209
80	-1	-1	0.851063829787234
81	-1	-1	0.7956560283687943
82	-1	-1	0.8198775867094141
83	-1	-1	0.779656076945497
84	-1	-1	0.8528368794326241
85	-1	-1	0.8723404255319149
86	-1	-1	0.8618498817966903
87	-1	-1	0.822695035460993
88	-1	-1	0.8329932964150393
89	-1	-1	0.8197399527186761
90	-1	-1	0.8341591372777616
91	-1	-1	0.8086563684057125
92	-1	-1	0.8749999999999999
93	-1	-1	0.8484042553191489
94	-1	-1	0.817080378250591
95	-1	-1	0.8785460992907801
96	-1	-1	0.806146572104019
97	-1	-1	0.8336288416075651
98	-1	-1	0.8215130023640662
99	-1	-1	0.7875295508274232
100	-1	-1	0.7473039930049548
101	-1	-1	0.8449431652579423
102	-1	-1	0.8472748469833867
103	-1	-1	0.7853132387706856
104	-1	-1	0.8176713947990544
105	-1	-1	0.8356973995271868
106	-1	-1	0.8058510638297872
107	-1	-1	0.8147163120567376
108	-1	-1	0.8584515366430261
109	-1	-1	0.8481087470449172
110	-1	-1	0.7674147478869136
111	-1	-1	0.8546099290780141
112	-1	-1	0.828621393179831
113	-1	-1	0.8300827423167849
114	-1	-1	0.7951034683765666
115	-1	-1	0.7949172576832152
116	-1	-1	0.9128250591016548
117	-1	-1	0.8735062663946372
118	-1	-1	0.8335762168464005
119	-1	-1	0.8609734771203731
120	-1	-1	0.8625886524822695
121	-1	-1	0.8342198581560283
122	-1	-1	0.8191489361702128
123	-1	-1	0.8348108747044917
124	-1	-1	0.8158983451536642
125	-1	-1	0.8194444444444444
126	-1	-1	0.8371749408983451
127	-1	-1	0.8461090061206645
128	-1	-1	0.7689125295508275
129	-1	-1	0.8513593380614657
130	-1	-1	0.8049645390070921
131	-1	-1	0.8122996211017196
132	-1	-1	0.8318274555523171
133	-1	-1	0.8005319148936171
134	-1	-1	0.8226464587583796
135	-1	-1	0.8037825059101655
136	-1	-1	0.7570921985815603
137	-1	-1	0.7768912529550828
138	-1	-1	0.8200354609929078
139	-1	-1	0.8791371158392435
140	-1	-1	0.835401891252955
141	-1	-1	0.8254153308073449
142	-1	-1	0.7541371158392435
143	-1	-1	0.8031914893617021
144	-1	-1	0.8102593995919557
145	-1	-1	0.8394054211600117
146	-1	-1	0.861111111111111
147	-1	-1	0.8028959810874705
148	-1	-1	0.8479609929078015
149	-1	-1	0.8164893617021277
150	-1	-1	0.8320035460992907
151	-1	-1	0.8364908190032061
152	-1	-1	0.8238770685579195
153	-1	-1	0.8169629845526086
154	-1	-1	0.8568262411347518
155	-1	-1	0.8371749408983452
156	-1	-1	0.8404255319148934
157	-1	-1	0.8076241134751774
158	-1	-1	0.8131740017487613
159	-1	-1	0.8102836879432624
160	-1	-1	0.8173758865248226
161	-1	-1	0.8026004728132388
162	-1	-1	0.7688720489653162
163	-1	-1	0.8268726318857476
164	-1	-1	0.8794326241134752
165	-1	-1	0.7461583924349882
166	-1	-1	0.7910756501182034
167	-1	-1	0.8058874963567474
168	-1	-1	0.8596335697399528
169	-1	-1	0.833628841607565
170	-1	-1	0.8554964539007092
171	-1	-1	0.8153073286052008
172	-1	-1	0.8268321513002365
173	-1	-1	0.8204605071407752
174	-1	-1	0.8637706855791962
175	-1	-1	0.8014184397163121
176	-1	-1	0.8354018912529552
177	-1	-1	0.8805013115709707
178	-1	-1	0.8590789857184493
179	-1	-1	0.8163800641212475
180	-1	-1	0.8348108747044918
181	-1	-1	0.8167848699763594
182	-1	-1	0.7773243952200525
183	-1	-1	0.8359929078014184
184	-1	-1	0.7940307328605201
185	-1	-1	0.7653664302600472
186	-1	-1	0.7991839113960946
187	-1	-1	0.8067375886524822
188	-1	-1	0.8749635674730398
189	-1	-1	0.9128250591016549
190	-1	-1	0.7777777777777779
191	-1	-1	0.8598076362576509
192	-1	-1	0.8470744680851064
193	-1	-1	0.864952718676123
194	-1	-1	0.742612293144208
195	-1	-1	0.8356973995271868
196	-1	-1	0.9140070921985816
197	-1	-1	0.8829787234042553
198	-1	-1	0.8440687846109006
199	-1	-1	0.8150118203309693
200	-1	-1	0.9030732860520094
201	-1	-1	0.8694258233751093
202	-1	-1	0.823958029728942
203	-1	-1	0.8788416075650117
204	-1	-1	0.7943262411347518
205	-1	-1	0.8082151300236406
206	-1	-1	0.7784397163120568
207	-1	-1	0.8682033096926713
208	-1	-1	0.7999408983451536
209	-1	-1	0.7473404255319148
210	-1	-1	0.8021851638872914
211	-1	-1	0.8090856814261069
212	-1	-1	0.8579643473260494
213	-1	-1	0.8277186761229315
214	-1	-1	0.8479010925819437
215	-1	-1	0.8018976423231743
216	-1	-1	0.8292121909143186
217	-1	-1	0.8627509739286784
218	-1	-1	0.8192987713515133
219	-1	-1	0.8177113283496262
220	-1	-1	0.792927779442613
221	-1	-1	0.8537608630506444
222	-1	-1	0.7995974698102357
223	-1	-1	0.7990224266820011
224	-1	-1	0.9068025172310459
225	-1	-1	0.8747720364741641
226	-1	-1	0.7966565349544072
227	-1	-1	0.8808510638297872
228	-1	-1	0.8480671261612226
229	-1	-1	0.8489361702127659
230	-1	-1	0.8571428571428571
231	-1	-1	0.883128558585556
232	-1	-1	0.9002097692538209
233	-1	-1	0.8564578963140546
234	-1	-1	0.8073119568474678
235	-1	-1	0.8598784194528876
236	-1	-1	0.823194486065328
237	-1	-1	0.8680851063829788
238	-1	-1	0.8235562310030395
239	-1	-1	0.8094096493856757
240	-1	-1	0.782370820668693
241	-1	-1	0.8465045592705167
242	-1	-1	0.8115073419238837
243	-1	-1	0.8264908600539407
244	-1	-1	0.8513677811550152
245	-1	-1	0.7753799392097264
246	-1	-1	0.8017680551393467
247	-1	-1	0.8276595744680851
248	-1	-1	0.831306990881459
249	-1	-1	0.7851063829787234
