,RandomForestClassifier
50,0.017224369798898912
51,0.002773696269606155
52,0.0460027469810628
53,0.0017526548396700108
54,0.0008310666651666326
55,0.0003505744732278811
56,0.0003158165056667639
57,0.002833322802792747
58,0.0020721223964452044
59,0.0034966744020325153
60,0.008751484167411928
,RandomForestClassifier
0,0.03604535135215372
1,0.021350869410539017
2,0.022997747503479132
3,0.017280543727494557
4,0.026554000510365553
5,0.019269418301677922
6,0.0026951209281524
7,0.009985912697462596
8,0.014924557145375373
9,0.00747841138000941
10,0.02125144423291275
11,0.01694316331381602
12,0.018493372002599363
13,0.024247554292930826
14,0.0018229222556473564
15,0.02591228096297137
16,0.019432567567948755
17,0.027312144257501655
18,0.022985262707544127
19,0.024453066212622773
20,0.023639960854619134
21,0.022805837174378424
22,0.022645670084924713
23,0.015227394120842482
24,0.021267295567381665
25,0.02062744800289616
26,0.017921784379928713
27,0.003980424974746713
28,0.011905439958693573
29,0.007936734976361274
30,0.0070463797274028395
31,0.014850313058050131
32,0.01076547669553072
33,0.0030687618719972194
34,0.07073847086855072
35,0.05362108447885414
36,0.07152212469503161
37,0.03240842995250791
38,0.02059371093010404
39,0.03692432562417793
40,0.0016216657086977003
41,0.0012082997696470873
42,2.149800166784367e-05
43,0.00010558626239946145
44,0.006234032704299179
45,0.0020388768725181803
46,0.002183964649485309
47,0.0004201609696784252
48,0.0002799446867182176
49,0.04862341966440719
50,0.01516611440257579
51,0.004446451941422366
52,0.028000741455637877
53,0.0019574781967194492
54,0.0029480828913759443
55,0.00021837388081641498
56,0.0001097507455776127
57,0.0024174683214910437
58,0.0013658589908644902
59,0.002603201244467085
60,0.007096249879348473
,RandomForestClassifier
0,0.03392474889200451
1,0.019726560493293962
2,0.024928880859966727
3,0.02144478910970384
4,0.026624199351614905
5,0.022397170697402026
6,0.0022237208126339183
7,0.010605150576404161
8,0.011268918254708538
9,0.006397355333265279
10,0.02122950460997976
11,0.019629794125519545
12,0.02134995280761209
13,0.020485298780315273
14,0.0018870796071467034
15,0.024880255225818687
16,0.019629134265162423
17,0.030490049871223546
18,0.020818577482424883
19,0.022583788660680247
20,0.02051378461071326
21,0.019620580685776816
22,0.022471084676660195
23,0.014662545738153737
24,0.02367670541622835
25,0.022287862354003644
26,0.023098463706925663
27,0.004049255674409375
28,0.014653600054123089
29,0.00929004126300975
30,0.007916694702767464
31,0.010177736960224233
32,0.010367076704874667
33,0.0026784577426567442
34,0.060384313096020784
35,0.044274663491008975
36,0.05233575373882549
37,0.0352106006042936
38,0.01932067496960417
39,0.033939304987946305
40,0.004174684997248523
41,0.001087218401685061
42,0.0
43,0.00017427028046245873
44,0.0016755764155344025
45,0.0009398320136929125
46,0.0013025331879958277
47,0.0013252233367883517
48,0.0
49,0.051441735099375274
50,0.017483563028537156
51,0.0031089204418490567
52,0.04970786816687899
53,0.0017154053218690595
54,0.001930852164704828
55,0.00019470054088694988
56,0.000547536622112789
57,0.004237889565574233
58,0.0017225313492673009
59,0.00503130184998517
60,0.018744226220444405
,RandomForestClassifier
0,0.03903807928191298
1,0.01657109120094723
2,0.021833523103147342
3,0.021468764341449995
4,0.025484612145045424
5,0.025469826805558517
6,0.001789209335449869
7,0.010422494022501713
8,0.011619996319811789
9,0.006989890769991803
10,0.01882143702685427
11,0.017546744700968068
12,0.022715568805144217
13,0.020493231896844356
14,0.0017703114750699288
15,0.023884783399787786
16,0.022058407038571787
17,0.030687982953529404
18,0.023537156591661623
19,0.024770115875881547
20,0.022980461115596772
21,0.023552055856228212
22,0.021723264947452962
23,0.015485186186130801
24,0.026789369708663986
25,0.02120122378828999
26,0.02528653654683309
27,0.0036016531516530757
28,0.01300153260358814
29,0.007971221866770014
30,0.006824171856901686
31,0.010396901267313184
32,0.011979670198204508
33,0.0029440430805250536
34,0.06040451963032781
35,0.050477680267095926
36,0.05169665957938047
37,0.030315008310348928
38,0.017918150397752398
39,0.03256685771072211
40,0.0016727616180075813
41,0.0012073104316378926
42,6.151813431333956e-05
43,0.00015071279058233736
44,0.002924189303553039
45,0.0006300723413941458
46,0.0013435803679376318
47,0.0015065924551453448
48,0.0005001709561213258
49,0.046551246452847896
50,0.017893231930173642
51,0.0028149437951293143
52,0.04790596938789707
53,0.0017779883984875722
54,0.002954429810534504
55,0.00047898737001262736
56,0.0003368062926458273
57,0.005559577314591614
58,0.001287301535279924
59,0.004699480367621889
60,0.01365373378617673
,RandomForestClassifier
0,0.04010252373008976
1,0.02028155586311972
2,0.021099370575066723
3,0.019757383046371778
4,0.025860840768928
5,0.020298741525947475
6,0.0027704904713000255
7,0.00971706899027461
8,0.01243999953081648
9,0.006781757809290623
10,0.024404070326469966
11,0.018418036256813413
12,0.02019781217370074
13,0.025239776025248056
14,0.002041422574293907
15,0.022200716967945504
16,0.02032787112656111
17,0.030664682802784945
18,0.02053122712090321
19,0.02307922871473196
20,0.02443549894318018
21,0.023574052101580326
22,0.024183218787504745
23,0.016319835995736727
24,0.02358994422250231
25,0.023210034271186078
26,0.014138483629085461
27,0.0034861947399987803
28,0.013137694305053557
29,0.009753799573195852
30,0.006859720914940327
31,0.013234469440200642
32,0.010425202181577218
33,0.0021722731506324013
34,0.07066657049950219
35,0.0542182541482198
36,0.053452727008292046
37,0.035867408485294454
38,0.02138317127336044
39,0.03367114633159397
40,0.0012882448658041435
41,0.0011871778065911528
42,0.00015546512604729245
43,7.898532321209916e-05
44,0.006685510355051761
45,0.0021905908430061077
46,0.002627242811226063
47,0.0017115245317829233
48,0.00011387275981406637
49,0.04169845381594315
50,0.01816238166869668
51,0.004063363062422109
52,0.03386631741730531
53,0.0021433254890331605
54,0.0025423312547862174
55,0.0003928732281593535
56,0.0003718900470555712
57,0.0023232188012109415
58,0.0015093348138583535
59,0.004947872293558644
60,0.007945747282139386
,RandomForestClassifier
0,0.03203944117060989
1,0.018180802339776196
2,0.02087540482927943
3,0.019165662281105385
4,0.023559628311488803
5,0.022509150120230737
6,0.0018680560575869848
7,0.011919482719868644
8,0.009723083144596061
9,0.007491565964590397
10,0.02169183135694858
11,0.0167977400099589
12,0.022377693205686056
13,0.018629622815015744
14,0.0014954117911924886
15,0.023554750848735723
16,0.02294912921373904
17,0.027370068247196254
18,0.02199378973248091
19,0.022107000995978777
20,0.022031230186543863
21,0.02095462409785509
22,0.019580467833062012
23,0.012029725794075574
24,0.02519299039044482
25,0.02164736328457486
26,0.024732950824176196
27,0.002891156071746686
28,0.01616577016850811
29,0.009019202129822297
30,0.006161460432213855
31,0.009193041263632858
32,0.010181045387376407
33,0.0027205227678588468
34,0.06892314775478066
35,0.04999254368371479
36,0.05195706019729238
37,0.0352517328495562
38,0.021950721687532836
39,0.031546763990943645
40,0.003589251061700925
41,0.0011898913573154745
42,0.0
43,0.0003497249721744984
44,0.001975576603398421
45,0.0011248427390180046
46,0.0023152040566280204
47,0.0013351355397800994
48,0.00010247796398226038
49,0.05407563073123817
50,0.01889028342185576
51,0.002264670000752793
52,0.051824377860242736
53,0.001765123029954615
54,0.002045829729382467
55,0.000602639563842544
56,0.00033585623115597695
57,0.005865924375060438
58,0.0016019418760403522
59,0.004017041600849239
60,0.01630574133385015
,RandomForestClassifier
0,0.03184877898626985
1,0.018718898812809928
2,0.022592263971927987
3,0.020594445650854217
4,0.023649959398042188
5,0.02214432891534627
6,0.0022469919324560783
7,0.011057687434117397
8,0.010922617331246562
9,0.007468287777740033
10,0.01888088520499977
11,0.019894675300786133
12,0.01951095552913935
13,0.020424537854595744
14,0.0018963694525899783
15,0.023897715524057193
16,0.020405171788422966
17,0.027643559223797097
18,0.022099563385478888
19,0.022323938073257367
20,0.025257357863833506
21,0.021181961550196818
22,0.02139164415611459
23,0.013743032446547739
24,0.022277132436430834
25,0.022549879962484663
26,0.02423810841116737
27,0.0029852912404099248
28,0.013916337024734413
29,0.00888419488555217
30,0.0072147546825594
31,0.00960309872722816
32,0.010417631401457975
33,0.0018704351912788126
34,0.06708330101519419
35,0.0523385041117458
36,0.0554775337713247
37,0.033111932283025114
38,0.01638920432882387
39,0.03545611634508516
40,0.00248719710078447
41,0.0007574208729383343
42,9.344518257377467e-05
43,0.0003861765456247032
44,0.002165178874123015
45,0.0011706253308718156
46,0.0018019955146793254
47,0.0008639343321979774
48,0.00037362515444109526
49,0.053832992786830916
50,0.019953939949857672
51,0.0020930456344964874
52,0.048554314412653614
53,0.0027177643033364186
54,0.002029734594443661
55,0.00040548619840305943
56,0.00011739491792696536
57,0.00516616066998279
58,0.0015303852148540143
59,0.0040288131675819214
60,0.015861285858267786
,RandomForestClassifier
0,0.038847924951749956
1,0.01570350927683124
2,0.023058407388190018
3,0.017080693806508077
4,0.024566967352133463
5,0.020702784386439035
6,0.003481841333019998
7,0.011584999824424434
8,0.01204042068416946
9,0.005311523974647832
10,0.01806972801808333
11,0.01971175223091251
12,0.020401641142164525
13,0.01983673073729247
14,0.0015982602349085887
15,0.02037154765122862
16,0.02290236447237829
17,0.02199531749961706
18,0.02254407825243481
19,0.021310105189664294
20,0.02148052747908929
21,0.021445563633442587
22,0.019375268586669867
23,0.014989171990544883
24,0.025450991880669946
25,0.024572650792694863
26,0.027060427808688475
27,0.0029677886117013756
28,0.014901168725994007
29,0.00933763412329287
30,0.006922195765883721
31,0.009508577494500054
32,0.00999329158238765
33,0.0023710125409684545
34,0.07081308584814236
35,0.05854058363848799
36,0.0522105018492767
37,0.0359001839588568
38,0.017939690204081465
39,0.03250274908343969
40,0.001736988840556495
41,0.001224850888075145
42,0.0
43,0.000590779987881854
44,0.0033365568462070203
45,0.0010575102902236726
46,0.0012881228726868785
47,0.0018219042170596151
48,0.00047038707338935683
49,0.0508742944212361
50,0.01949006795937343
51,0.003145010837361696
52,0.048622764390424705
53,0.002039068590789915
54,0.002158912426679333
55,0.0005801678018891941
56,0.00018796821994099575
57,0.003575389675460462
58,0.0017038921177555193
59,0.004027392349330693
60,0.012664306188066821
,RandomForestClassifier
0,0.04332186031413076
1,0.02099286500550496
2,0.019285711668406227
3,0.019156901366726802
4,0.02405448916143682
5,0.020352807469154383
6,0.002785176779324201
7,0.009858539286827651
8,0.014458542000316177
9,0.005870964234581591
10,0.02182633780056982
11,0.01801831134310893
12,0.02063271588260058
13,0.02191160058167374
14,0.002129155595723507
15,0.026873718457455502
16,0.020079818518379353
17,0.03054019520302218
18,0.016460555281092127
19,0.024267672715614266
20,0.02792062690136591
21,0.024158653729663637
22,0.02297272248866046
23,0.015323069105449016
24,0.021339809908703652
25,0.022057331429199342
26,0.019034572248048113
27,0.003966219525421506
28,0.01016453850582389
29,0.007596271038475688
30,0.008395485582472694
31,0.015208727881885072
32,0.010629961512374404
33,0.001973176745544074
34,0.07943201852590269
35,0.052703960414001605
36,0.06154337992658328
37,0.03449716813181799
38,0.019695286269650156
39,0.038742513432171194
40,0.0019527466119788877
41,0.0006618564244049742
42,0.0001848569253322799
43,0.00013887585703502438
44,0.005329142617495418
45,0.0019026350277351074
46,0.0028972331762933223
47,0.000764080459857075
48,0.0
49,0.042060246880309106
50,0.013699117008375448
51,0.0033840741003795154
52,0.024028741964908843
53,0.002033449867951033
54,0.003162949215805739
55,0.0008413245577416278
56,0.0006137630231621413
57,0.00240872721999638
58,0.0012849042755547053
59,0.00476337807777218
60,0.007654464739047205
,RandomForestClassifier
0,0.037811193342563464
1,0.017612879488475282
2,0.0214899280345917
3,0.019852889544655444
4,0.02672727509067845
5,0.022243311657633224
6,0.0021744193277599667
7,0.010511314107049889
8,0.012014949325404168
9,0.006004077143603293
10,0.023699471827292838
11,0.01937132746730137
12,0.02287320306127894
13,0.024150250107394102
14,0.0011183307045399332
15,0.026179880646550472
16,0.025657944937064314
17,0.024290731228431665
18,0.02016881368958852
19,0.0247523294681142
20,0.02029922921660576
21,0.01942767507866699
22,0.02109589069638547
23,0.015216173892640699
24,0.021860800062308835
25,0.022228431385523124
26,0.025627087157622713
27,0.0035445069253746504
28,0.008886777100446868
29,0.009268050484808554
30,0.005377586678331154
31,0.010013833943571313
32,0.008299348081250001
33,0.002173020965215085
34,0.06960684613918217
35,0.05868792366114338
36,0.051086621166703726
37,0.03258595903848637
38,0.019238155123658895
39,0.03790156184058837
40,0.003916992257290988
41,0.001483313162506836
42,8.935141692349389e-05
43,0.0007146864704757027
44,0.004918469720993726
45,0.001663095729580699
46,0.001584318546328189
47,0.002655055109197298
48,4.317109449416355e-05
49,0.047627597944324924
50,0.018499149753223323
51,0.0029335223447873133
52,0.03782704907706768
53,0.0018479290960059659
54,0.0024108860660375275
55,9.991645372660305e-05
56,0.0003947777088119356
57,0.003179800348375738
58,0.002742831727433367
59,0.003474033874929481
60,0.0107640532589997
,RandomForestClassifier
0,0.03523831477540205
1,0.02025600703574175
2,0.023754313325943764
3,0.01996196553692631
4,0.025082860735856673
5,0.021761614301259155
6,0.002353401434643643
7,0.009565673153191057
8,0.010499148782372687
9,0.006344682098019697
10,0.023194344341852788
11,0.01800313469133408
12,0.021044346328722426
13,0.019528962567141536
14,0.0007771458588976686
15,0.022626022773743433
16,0.022370380143400773
17,0.028823826676851613
18,0.024697174334987842
19,0.024361432870022962
20,0.019517704249020308
21,0.020100167103778474
22,0.023344239816226645
23,0.013817566367259324
24,0.028660541747646314
25,0.021272505423212445
26,0.029142877864836887
27,0.0024866413284470533
28,0.01133500428555522
29,0.009545442247469752
30,0.007409889824391015
31,0.00950205026125747
32,0.010344565836234505
33,0.002105663503378441
34,0.07148830402302422
35,0.05107476792483384
36,0.050279490978655826
37,0.03465519587823201
38,0.019927246530102173
39,0.030295740169821506
40,0.004030017005472777
41,0.0014357579464186942
42,1.3758301580249293e-05
43,9.314816295811498e-05
44,0.0017364347256087875
45,0.0013856158877927594
46,0.001324664083976933
47,0.00042310851764327666
48,0.00040246873901830023
49,0.0443753747010116
50,0.017569102308963407
51,0.0027354218714386743
52,0.04684769986237246
53,0.002532289218631752
54,0.0016310530591496526
55,0.0002052070512787255
56,0.0002573037527004597
57,0.004616398256519525
58,0.0007928175638507041
59,0.003631929067075789
60,0.0174100727868421
,RandomForestClassifier
0,0.037430778984867664
1,0.019705567998894197
2,0.01968095032520568
3,0.01987428006788513
4,0.028287193473050563
5,0.02181110845786984
6,0.003360265277725391
7,0.00961931275533008
8,0.013859719592670867
9,0.0071241401582738065
10,0.022433883079921012
11,0.019003901941055744
12,0.021078635665716865
13,0.025202195048909352
14,0.0012408488095343056
15,0.022738527014449023
16,0.019460119184874655
17,0.029380528248596854
18,0.018324639498548675
19,0.023545719762444968
20,0.026554012120394464
21,0.02021254307532952
22,0.02246857759181697
23,0.016478863337107644
24,0.02385476509714985
25,0.019711210755571567
26,0.01946284019895365
27,0.004368462349755235
28,0.009233539819247854
29,0.008319775352216938
30,0.007591845505649401
31,0.01620263900689116
32,0.010885356822122869
33,0.0020504880777105854
34,0.06898112294996342
35,0.05612195620051775
36,0.05715586909271758
37,0.03521060890277787
38,0.019098922698139006
39,0.033624976806540245
40,0.0020155769797098925
41,0.0018743895665110373
42,9.713447634957482e-05
43,0.0003458304170447358
44,0.005989427809383261
45,0.0015493323155038945
46,0.002441398903603251
47,0.0015305851715055907
48,0.00010404366653965762
49,0.04453190638173669
50,0.014866533415830014
51,0.0032886769717267953
52,0.03513225682166915
53,0.003266648865508252
54,0.003771617308202872
55,0.0006264445934561486
56,0.000547786185915524
57,0.002878453395379762
58,0.0014997024916522106
59,0.002752971807389827
60,0.010138591348983608
,RandomForestClassifier
0,0.035302308897291274
1,0.019845970892074606
2,0.02120864073339038
3,0.02057547504717374
4,0.02747309591511184
5,0.02357564397492379
6,0.0029011468077478645
7,0.009833367245576879
8,0.013572025903565993
9,0.007443668262195225
10,0.021855213779052144
11,0.020390702950541066
12,0.019925006672319497
13,0.023312969360633398
14,0.001257067860055824
15,0.027182029889113283
16,0.023374024717300365
17,0.022802910973426238
18,0.024208487408170373
19,0.02245548804746029
20,0.02188659238990233
21,0.021974254359051083
22,0.02181419867441264
23,0.016586072752815057
24,0.021870479626078285
25,0.023772564152176698
26,0.02138973803994756
27,0.003826359973047083
28,0.011497662147361271
29,0.009173781129998598
30,0.0068467377710633315
31,0.009812282341197473
32,0.009676462213574688
33,0.002541966084260905
34,0.06900229742940285
35,0.05553867223799154
36,0.05121878439548608
37,0.0341101986815655
38,0.016814996478449435
39,0.04020879317526003
40,0.00424434183716936
41,0.0018498766780024164
42,0.00016270134485696347
43,0.00011010736850951713
44,0.0037756011543181207
45,0.0017095166924886184
46,0.0018568307088134204
47,0.0018182114713672687
48,5.338598458634334e-05
49,0.04457555891859421
50,0.019437320137261245
51,0.003604160450052233
52,0.032572804170862016
53,0.0016334574375233607
54,0.0026557249085802505
55,0.000514391408899097
56,0.00037868006524431104
57,0.003773351880926083
58,0.0012372603977643215
59,0.005056722565104722
60,0.010921855028909624
,RandomForestClassifier
0,0.03538261057981344
1,0.017462622422340576
2,0.02685055246478806
3,0.018877935056941547
4,0.027402503254647385
5,0.021390798676670264
6,0.002851825575370995
7,0.010701675452737178
8,0.012905071045933404
9,0.006071898800449488
10,0.02038557501855263
11,0.017989685224835836
12,0.021852552142885385
13,0.0207379362147336
14,0.0019302207518001574
15,0.024209307697591255
16,0.021912679276558933
17,0.02750611085194644
18,0.021684559852379607
19,0.022234520041418432
20,0.02068793385141866
21,0.021681031691010242
22,0.020572018907960857
23,0.01712325677837568
24,0.023104787603658354
25,0.02197539135007173
26,0.029036842390879697
27,0.0026916652587047145
28,0.014963533178075767
29,0.00903226562566044
30,0.0065912862928559765
31,0.010124075244735681
32,0.010432778371066327
33,0.0016374108815690527
34,0.06439893562794215
35,0.052467645758276366
36,0.05424419976627932
37,0.03314872449256374
38,0.018924474937647706
39,0.034848191564212316
40,0.003852296250142871
41,0.000833418311054683
42,0.0
43,0.00037489979599283235
44,0.0012028945327087997
45,0.0015503750503293504
46,0.001332066225737913
47,0.0016161381205647587
48,0.0003438774812123843
49,0.04195780371953334
50,0.01679042822165247
51,0.0026932256471619443
52,0.0518492427487828
53,0.0014727987166516256
54,0.002532379872537454
55,0.0005033974507011104
56,0.00037681879261725754
57,0.002925705359756095
58,0.001114854558123034
59,0.005790096703549773
60,0.012860192465830143
,RandomForestClassifier
0,0.03681403649686805
1,0.01753265338403919
2,0.0227717783268859
3,0.0186090166634385
4,0.024698274752944786
5,0.02289618242771379
6,0.0028846949723346244
7,0.01226626282791665
8,0.011078872940064998
9,0.007463511179473482
10,0.024919008320676256
11,0.01907484215467352
12,0.025569747034657246
13,0.021054474192519285
14,0.001788971074477033
15,0.02389479535840312
16,0.022156825102226073
17,0.031749971445045086
18,0.02032504295055275
19,0.024261501583970252
20,0.02147821990031871
21,0.019134352333532497
22,0.01985634754431323
23,0.014323799094780092
24,0.019957384188145744
25,0.020732382870487554
26,0.02352357375330749
27,0.0034010417592497573
28,0.014154988488258828
29,0.008531944701357675
30,0.007508240076544075
31,0.010046218911368969
32,0.010892465603759656
33,0.002320010283594651
34,0.07035788782520846
35,0.05093264614737489
36,0.04756610902820789
37,0.03374508768031374
38,0.018753299549445834
39,0.03350198035364235
40,0.00448608752963263
41,0.0008523336298923383
42,9.58582847001944e-05
43,0.0006263789739921629
44,0.0024703556407714698
45,0.0007285603971182017
46,0.0015593071481350427
47,0.0017482815874810312
48,6.906019671825332e-05
49,0.05440543505207904
50,0.017484427068962825
51,0.002736740565404273
52,0.03998847745925313
53,0.002390466959171991
54,0.00269926656564874
55,0.00030944566374227706
56,0.0005406417964465048
57,0.0027232979091913524
58,0.001036799915648431
59,0.003939697916674628
60,0.016580636457242805
,RandomForestClassifier
0,0.03622496481238926
1,0.018357247668679962
2,0.02546463709209729
3,0.016852734071644764
4,0.0245178156884773
5,0.02303067837222892
6,0.00369297196271457
7,0.011648972378411665
8,0.012102960623990475
9,0.00774463641574878
10,0.018685818958366338
11,0.018643582243638136
12,0.02181722028937082
13,0.01950972424200178
14,0.0018256384278145996
15,0.024113550061761434
16,0.0230766237020539
17,0.027171798812538683
18,0.022623587495682523
19,0.02487384060798425
20,0.02359798840693357
21,0.019436536808541724
22,0.021660724944577613
23,0.01595264672854842
24,0.02581813437158338
25,0.021379309834557488
26,0.023411238693299495
27,0.0018372891044950968
28,0.015266152202578513
29,0.009842105168403354
30,0.00669113204622886
31,0.010342542654652254
32,0.011782118003577934
33,0.0024011408650701474
34,0.06149407956426854
35,0.05467041636593439
36,0.04989758458849378
37,0.03235764646944516
38,0.01796798825668268
39,0.03460200714178851
40,0.004699949228502632
41,0.002576277832405929
42,1.90989319909214e-05
43,0.00019672381941466247
44,0.0022712923682539914
45,0.0012803271719763053
46,0.0010981945203614168
47,0.0020731499817024813
48,0.00029725783365991946
49,0.04516446474400891
50,0.013173927725570194
51,0.0018680528489625164
52,0.05284101617068579
53,0.0021989555645772116
54,0.0020381960477102792
55,0.0006992325218492459
56,0.000544178429678734
57,0.0030841977802550736
58,0.0013868209699127053
59,0.004180647207951514
60,0.015920252153313098
,RandomForestClassifier
0,0.0378966972142811
1,0.01885682384644823
2,0.021568888738032085
3,0.021010259522915516
4,0.026447129034589203
5,0.02134612951873218
6,0.002007685308425715
7,0.009870618879395408
8,0.011069297806779774
9,0.006456650699616624
10,0.02209869037250695
11,0.014346734824263836
12,0.02060094845402468
13,0.02110587161848227
14,0.0017380486735602526
15,0.02512979136263765
16,0.021077322379340728
17,0.03009633823185379
18,0.021690530708080275
19,0.01892952244650875
20,0.021122613490716206
21,0.021024553203982624
22,0.021342260941163024
23,0.016210012075633468
24,0.024861596209966075
25,0.021454836216963605
26,0.02362663699888195
27,0.0043067320215003976
28,0.013882609238372255
29,0.009186263944608204
30,0.006154769645738389
31,0.01083087091162303
32,0.010881928873539545
33,0.002738687377640897
34,0.06922386331729558
35,0.05004032863684066
36,0.05853991033215271
37,0.03199524996789979
38,0.01834895751822578
39,0.03063702522686319
40,0.0011055740342492764
41,0.0009696616891526791
42,9.568103861434236e-05
43,0.0002448332002990773
44,0.0025104785719149564
45,0.001372079267406964
46,0.0012242717081804532
47,0.0014740472895830897
48,0.00012352561139116348
49,0.05004315660052306
50,0.01856661003605902
51,0.0019880803784173297
52,0.04992950408708732
53,0.002189927842602155
54,0.0018117372063300521
55,0.0002489569408531297
56,0.0002232032453756052
57,0.003242704934202702
58,0.001880607012072887
59,0.004687968746028269
60,0.016313704769574035
,RandomForestClassifier
0,0.03721491128784295
1,0.019588342601214847
2,0.021086262452901555
3,0.01936716440185993
4,0.031173715169960748
5,0.02203703215400733
6,0.002064199838716193
7,0.01110865884963747
8,0.012067032370164814
9,0.00964833002583397
10,0.022736768073080702
11,0.02064305596967069
12,0.02028990113893848
13,0.02200139776457595
14,0.001798222090808018
15,0.023947754412935406
16,0.023046423160486836
17,0.02471653097130445
18,0.025567758784631064
19,0.02367304374601509
20,0.022822609968388856
21,0.020527925382455233
22,0.023441447299012555
23,0.014496477963901461
24,0.018621720366581246
25,0.022050013420831852
26,0.027746244749853103
27,0.004367424017777508
28,0.010438652652554876
29,0.009828588592139604
30,0.006592054455041912
31,0.010203167678680467
32,0.009647477394857497
33,0.0019710519084757093
34,0.08200075781289722
35,0.0523270426930203
36,0.04403321100139929
37,0.03331750509082685
38,0.01711429544694536
39,0.033144584716559594
40,0.004260901810635992
41,0.003325996808520962
42,8.641432509639107e-05
43,0.00014930645644598472
44,0.003979656068831094
45,0.0014359500138237194
46,0.0015938625980193935
47,0.0018867391673807337
48,0.0001640482718756665
49,0.043958886091536316
50,0.01443490693525036
51,0.0034153314975119003
52,0.038970851983103544
53,0.001840947132743522
54,0.0014198846294630745
55,0.00023096193425640936
56,0.0002979469516736228
57,0.003947194516129579
58,0.0012945621833125311
59,0.004855967113008832
60,0.009980925634593425
,RandomForestClassifier
0,0.04719809439012689
1,0.019653840927113964
2,0.01915272329429746
3,0.022382896606166783
4,0.029620310169655596
5,0.020952973124403966
6,0.002822715680613772
7,0.008900317190597074
8,0.013986324771351344
9,0.008202478033301833
10,0.02049112050501785
11,0.01986332102729182
12,0.020995495633704894
13,0.02440422334939583
14,0.0019117264861659563
15,0.023291399185871912
16,0.022007582675704716
17,0.022414549106520614
18,0.022489058325290537
19,0.022541544561004698
20,0.022224905704287794
21,0.022761051123062686
22,0.019767353299700724
23,0.017425045992936077
24,0.018271283476023456
25,0.020334861136875087
26,0.02500248178182231
27,0.003920361329032771
28,0.012596178176548553
29,0.009179755857050846
30,0.005080387422499095
31,0.012293408861304856
32,0.00904388559103582
33,0.002270523126090095
34,0.0707381916717214
35,0.047128262177400654
36,0.046578762898240304
37,0.03354740599605075
38,0.0178301129059985
39,0.03548072640502195
40,0.0027045516437636612
41,0.0007714436051348017
42,0.0
43,8.449247668809879e-05
44,0.00446163617169139
45,0.001396175663685135
46,0.0016429024849386898
47,0.0008121784898054262
48,0.00015771357107560526
49,0.04308788260071023
50,0.01972434533847706
51,0.0031629295136354697
52,0.04610556498339613
53,0.002234615509723316
54,0.0050575791383753186
55,0.0002921900417986329
56,0.00033324358975954734
57,0.0022517213083038624
58,0.0013285930822817796
59,0.004991029389541107
60,0.014641571420913442
,RandomForestClassifier
0,0.03277650176659028
1,0.018605002699436005
2,0.020334599575044555
3,0.019301984005479004
4,0.0233446320821021
5,0.021607824628636533
6,0.0017468637028573008
7,0.012507634239312107
8,0.01052668977279729
9,0.00793596051725915
10,0.024071785120738556
11,0.01902033163596645
12,0.023488919209620925
13,0.02381598391358285
14,0.001997764689873777
15,0.02633346612696795
16,0.02583568311036739
17,0.025684834240491238
18,0.02532221741648557
19,0.022521389572141098
20,0.02361653000560374
21,0.02040779483470279
22,0.022210436654149807
23,0.015355460195901706
24,0.02164610347823986
25,0.02341647165337876
26,0.022231308840316873
27,0.004040386443028761
28,0.013761784521767722
29,0.009399516363270743
30,0.00758183194014738
31,0.011375259772794214
32,0.010123226403799902
33,0.0031412684471093105
34,0.06558897550425583
35,0.04720147227991736
36,0.05424795244905888
37,0.037429817256940605
38,0.019457681464330273
39,0.03658111431431319
40,0.003951347780554402
41,0.002581405579890166
42,0.00018316330873004519
43,0.0
44,0.004736213458279381
45,0.0014065772907225838
46,0.0019494148151529866
47,0.0018028224701399842
48,0.00013600941265222397
49,0.042882047598735776
50,0.015494139406356711
51,0.002595399611459465
52,0.04412903817175559
53,0.001671905340391783
54,0.002208796552634766
55,0.0003164105970464457
56,0.00032808183729996876
57,0.002679255841191795
58,0.0019533713978195717
59,0.005241718448654254
60,0.008158420231754232
,RandomForestClassifier
0,0.031183132594099012
1,0.019175487670456223
2,0.021169310875839432
3,0.021188196919440686
4,0.02621092998916198
5,0.021199715675169567
6,0.0021287154557710643
7,0.011534790627429832
8,0.015461011552527206
9,0.007334232657766253
10,0.021517181122942933
11,0.018802804447719205
12,0.021832577137104424
13,0.024504276134675044
14,0.0011797264301841475
15,0.02699844564809303
16,0.024384128374337073
17,0.024384786394793224
18,0.021444440311999116
19,0.023928554042191776
20,0.02324825397469551
21,0.020045888488389892
22,0.022920090479424185
23,0.02000924499722355
24,0.023008766695660533
25,0.022834303116933866
26,0.021711077323509506
27,0.0029970951409203682
28,0.011887241634223682
29,0.010274047275387428
30,0.006453280411321078
31,0.010345419353447773
32,0.009754277731511864
33,0.00246682858396836
34,0.07392314630228014
35,0.057621408683588136
36,0.05104418121323999
37,0.029281626217281448
38,0.017892683796012193
39,0.035692267588366904
40,0.0034938234566061033
41,0.0009631289968036406
42,2.9602764855304477e-05
43,0.0002064471631929916
44,0.004394205486197424
45,0.001022074589657405
46,0.0021702679246247917
47,0.0016816102218059994
48,3.499947845248218e-05
49,0.04453664129356911
50,0.01806387996782655
51,0.002245831474688302
52,0.03645351906255268
53,0.001818665062110022
54,0.0012092647921660427
55,0.00027976108050411564
56,0.00017927632736570626
57,0.003584716279791114
